timestamp,coord_x_cm,coord_y_cm,coord_z_cm
1690347611.0,407.9,-33.5,102.2
1690347626.0,402.4,-29.8,103.9
1690347641.0,403.7,-31.2,103.7
1690347656.0,405.9,-33.9,101.7
1690347671.0,355.0,-7.5,56.1
1690347686.0,403.5,-32.2,104.4
1690347701.0,422.7,-40.2,100.8
1690347716.0,421.1,-36.6,104.8
1690347731.0,411.4,-26.6,90.8
1690347746.0,412.5,-30.5,99.1
1690347761.0,416.3,-30.5,98.0
1690347776.0,419.0,-32.1,98.7
1690347791.0,414.6,-30.4,100.1
1690347806.0,410.2,-30.3,106.9
1690347821.0,416.0,-28.9,100.8
1690347836.0,416.3,-25.8,92.7
1690347851.0,410.3,-28.1,99.2
1690347866.0,408.4,-32.6,94.2
1690347881.0,400.0,-26.2,95.1
1690347896.0,394.3,-11.4,80.2
1690347911.0,404.2,-24.2,95.9
1690347926.0,405.9,-19.8,94.1
1690347941.0,412.7,-23.7,92.2
1690347956.0,412.7,-21.3,92.1
1690347971.0,402.4,-17.4,84.3
1690347986.0,429.3,-40.5,87.1
1690348001.0,425.2,-34.7,92.4
1690348016.0,423.3,-35.8,92.0
1690348031.0,392.4,-10.9,79.3
1690348046.0,441.4,-36.6,82.4
1690348061.0,413.1,-27.8,95.7
1690348076.0,413.5,-24.0,92.7
1690348091.0,411.1,-25.6,95.3
1690348106.0,409.2,-24.8,96.9
1690348121.0,405.0,-24.7,96.5
1690348136.0,406.7,-22.9,95.7
1690348151.0,414.6,-26.1,94.6
1690348166.0,432.2,-42.3,93.1
1690348181.0,415.4,-30.6,94.3
1690348196.0,418.1,-32.8,92.2
1690348211.0,404.1,-21.6,97.6
1690348226.0,405.9,-22.2,93.8
1690348241.0,419.4,-34.4,96.0
1690348256.0,425.8,-37.2,90.9
1690348271.0,411.9,-31.9,95.5
1690348286.0,411.0,-30.6,99.3
1690348301.0,429.3,-39.3,91.1
1690348316.0,411.6,-27.7,100.1
1690348331.0,409.8,-31.8,96.1
1690348346.0,415.9,-31.2,94.9
1690348361.0,412.1,-29.2,98.5
1690348376.0,410.0,-27.6,101.9
1690348391.0,413.2,-15.2,98.9
1690348406.0,389.9,-6.3,91.2
1690348421.0,404.0,-30.8,102.0
1690348436.0,409.8,-43.5,107.1
1690348451.0,397.6,-38.7,101.4
1690348466.0,399.4,-34.2,103.4
1690348481.0,404.7,-33.9,100.6
1690348496.0,403.0,-33.3,97.7
1690348511.0,402.6,-32.1,100.3
1690348526.0,402.3,-31.3,101.0
1690348541.0,401.3,-35.0,98.4
1690348556.0,406.1,-32.6,99.5
1690348571.0,406.6,-35.4,97.5
1690348586.0,407.1,-35.4,101.5
1690348601.0,409.9,-39.5,102.5
1690348616.0,405.5,-35.3,100.4
1690348631.0,419.8,-37.8,99.5
1690348646.0,417.6,-33.5,101.3
1690348661.0,408.6,-31.0,94.7
1690348676.0,414.5,-35.3,100.8
1690348691.0,349.2,-0.9,34.0
1690348706.0,398.4,-39.1,103.5
1690348721.0,401.1,-31.8,104.0
1690348736.0,386.8,-23.0,104.7
1690348751.0,389.0,-38.8,98.8
1690348766.0,402.1,-32.3,112.3
1690348781.0,405.6,-31.0,109.9
1690348796.0,396.8,-26.8,103.9
1690348811.0,400.8,-34.0,108.0
1690348826.0,398.5,-32.7,109.2
1690348841.0,410.0,-36.9,106.8
1690348856.0,389.5,-27.4,105.4
1690348871.0,398.1,-30.0,99.2
1690348886.0,411.5,-11.5,126.6
1690348901.0,400.5,-35.2,113.2
1690348916.0,378.0,-31.4,102.9
1690348931.0,377.3,-27.2,113.5
1690348946.0,376.6,-32.2,111.0
1690348961.0,378.6,-35.1,108.0
1690348976.0,379.9,-31.6,91.1
1690348991.0,400.0,-39.0,96.7
1690349006.0,386.1,-38.3,85.2
1690349021.0,403.4,-42.9,99.8
1690349036.0,410.5,-39.6,106.3
1690349051.0,409.0,-37.2,110.5
1690349066.0,405.2,-41.2,105.8
1690349081.0,384.1,-22.6,80.1
1690349096.0,404.1,-38.0,100.6
1690349111.0,404.4,-40.5,98.1
1690349126.0,402.9,-35.8,98.1
1690349141.0,411.4,-36.2,100.4
1690349156.0,413.8,-35.8,100.2
1690349171.0,409.3,-36.4,100.9
1690349186.0,416.0,-33.3,98.8
1690349201.0,411.4,-33.2,100.0
1690349216.0,410.7,-33.6,97.0
1690349231.0,413.3,-31.1,98.2
1690349246.0,418.6,-25.8,108.5
1690349261.0,405.0,-26.6,86.1
1690349276.0,420.2,-28.8,104.7
1690349291.0,419.9,-27.7,111.1
1690349306.0,420.4,-28.2,106.9
1690349321.0,422.1,-27.8,103.3
1690349336.0,419.5,-26.5,103.7
1690349351.0,415.9,-29.9,100.7
1690349366.0,423.2,-29.4,98.5
1690349381.0,417.9,-30.5,97.5
1690349396.0,407.3,-27.1,93.6
1690349411.0,406.9,-34.5,98.1
1690349426.0,399.8,-30.5,98.7
1690349441.0,403.2,-31.9,95.9
1690349456.0,405.1,-28.4,94.2
1690349471.0,405.4,-34.9,100.2
1690349486.0,413.2,-28.0,104.8
1690349501.0,408.9,-41.2,106.8
1690349516.0,382.7,12.4,44.6
1690349531.0,406.8,-31.4,99.5
1690349546.0,407.9,-33.7,95.6
1690349561.0,409.8,-34.9,98.1
1690349576.0,411.9,-37.4,100.0
1690349591.0,403.2,-35.4,91.2
1690349606.0,402.9,-38.1,94.1
1690349621.0,411.1,-32.4,102.4
1690349636.0,400.9,-37.0,89.8
1690349651.0,402.1,-29.6,95.7
1690349666.0,401.4,-23.3,96.4
1690349681.0,407.5,-32.0,101.4
1690349696.0,399.5,-29.3,100.8
1690349711.0,391.7,-34.0,106.6
1690349726.0,390.3,-31.3,99.7
1690349741.0,391.2,-36.5,105.9
1690349756.0,384.0,-30.2,105.5
1690349771.0,393.1,-37.2,110.5
1690349786.0,395.2,-32.7,99.5
1690349801.0,384.5,-31.2,107.4
1690349816.0,395.7,-31.3,112.0
1690349831.0,412.9,-37.4,106.8
1690349846.0,413.9,-35.8,101.5
1690349861.0,410.4,-40.3,100.1
1690349876.0,415.0,-37.0,101.0
1690349891.0,413.6,-36.4,103.4
1690349906.0,410.2,-34.3,102.8
1690349921.0,411.9,-35.4,101.4
1690349936.0,404.8,-41.6,97.7
1690349951.0,400.8,-35.8,107.0
1690349966.0,414.6,-34.1,106.0
1690349981.0,404.4,-32.1,102.9
1690349996.0,405.8,-33.3,98.9
1690350011.0,409.6,-34.6,99.2
1690350026.0,406.0,-32.8,97.4
1690350041.0,404.9,-33.3,97.3
1690350056.0,361.1,-10.8,55.8
1690350071.0,399.7,-31.8,99.4
1690350086.0,404.0,-34.8,95.2
1690350101.0,411.7,-29.9,104.6
1690350116.0,410.1,-25.1,103.6
1690350131.0,404.8,-25.2,101.1
1690350146.0,403.6,-29.4,101.2
1690350161.0,405.4,-37.1,98.0
1690350176.0,403.0,-47.7,100.7
1690350191.0,396.6,-43.3,106.3
1690350206.0,402.2,-34.1,101.6
1690350221.0,403.3,-37.3,102.0
1690350236.0,403.3,-33.0,101.8
1690350251.0,394.4,-27.5,93.8
1690350266.0,399.7,-30.1,95.7
1690350281.0,405.5,-38.0,98.3
1690350296.0,403.3,-34.0,96.9
1690350311.0,405.8,-36.9,95.1
1690350326.0,405.8,-35.6,97.4
1690350341.0,406.8,-39.2,100.9
1690350356.0,423.4,-36.3,91.3
1690350371.0,416.5,-33.4,93.4
1690350386.0,410.7,-34.6,88.4
1690350401.0,410.5,-33.6,95.2
1690350416.0,416.5,-33.9,101.9
1690350431.0,416.0,-30.8,102.3
1690350446.0,415.7,-28.1,101.6
1690350461.0,416.0,-28.4,97.6
1690350476.0,399.1,-22.1,80.2
1690350491.0,419.0,-31.9,94.0
1690350506.0,416.3,-30.8,103.0
1690350521.0,416.9,-32.0,100.7
1690350536.0,408.8,-28.1,105.0
1690350551.0,416.8,-30.0,100.2
1690350566.0,420.4,-32.2,97.3
1690350581.0,403.9,-33.6,103.0
1690350596.0,403.8,-32.3,96.8
1690350611.0,403.7,-40.4,105.9
1690350626.0,393.8,-37.2,104.9
1690350641.0,403.4,-34.5,103.5
1690350656.0,400.7,-32.6,113.0
1690350671.0,402.6,-32.1,107.7
1690350686.0,396.4,-30.4,106.4
1690350701.0,374.6,-23.9,96.5
1690350716.0,412.6,-40.7,91.3
1690350731.0,420.7,-40.0,93.6
1690350746.0,363.5,-31.6,89.3
1690350761.0,404.3,-39.4,93.1
1690350776.0,399.9,-43.4,98.5
1690350791.0,401.6,-40.0,102.4
1690350806.0,395.5,-49.0,99.1
1690350821.0,408.5,-34.3,101.5
1690350836.0,410.7,-37.6,99.7
1690350851.0,409.3,-38.0,99.9
1690350866.0,408.3,-37.0,102.1
1690350881.0,415.4,-39.6,103.0
1690350896.0,413.5,-37.8,104.6
1690350911.0,398.1,-29.2,88.2
1690350926.0,412.6,-36.3,98.9
1690350941.0,408.3,-35.5,100.8
1690350956.0,407.6,-35.8,100.7
1690350971.0,404.6,-37.6,102.3
1690350986.0,409.2,-36.7,103.9
1690351001.0,409.2,-38.9,99.4
1690351016.0,410.4,-37.4,102.4
1690351031.0,398.0,-20.7,97.7
1690351046.0,420.9,-79.4,80.7
1690351061.0,425.2,-74.3,89.4
1690351076.0,380.9,-4.7,79.6
1690351091.0,308.6,-11.3,25.0
1690351106.0,344.6,-21.9,43.3
1690351121.0,324.9,-16.3,52.1
1690351136.0,304.6,-9.0,34.9
1690351151.0,321.5,-14.8,43.3
1690351166.0,318.6,-22.4,43.8
1690351181.0,307.2,-24.8,38.5
1690351196.0,312.3,-27.9,42.2
1690351211.0,305.8,-33.5,37.7
1690351226.0,321.5,-21.5,44.9
1690351241.0,312.9,-19.8,43.0
1690351256.0,265.4,-50.3,30.3
1690351271.0,425.8,-39.7,106.2
1690351286.0,416.5,-29.8,88.3
1690351301.0,423.2,1.5,75.4
1690351316.0,386.6,-41.6,119.1
1690351331.0,447.8,-43.9,131.1
1690351346.0,382.2,-36.4,85.2
1690351361.0,416.1,-42.2,133.4
1690351376.0,425.0,-34.5,150.3
1690351391.0,396.6,-27.6,114.7
1690351406.0,404.4,-25.9,122.3
1690351421.0,398.1,-24.5,117.4
1690351436.0,378.1,-21.0,96.8
1690351451.0,411.4,-38.6,86.2
1690351466.0,366.8,-43.6,135.3
1690351481.0,412.8,-36.9,133.3
1690351496.0,391.4,-42.7,136.9
1690351511.0,435.4,-79.7,138.6
1690351526.0,430.0,-83.7,148.7
1690351541.0,431.9,-96.0,138.6
1690351556.0,435.4,-151.6,107.3
1690351571.0,833.0,-85.5,117.8
1690351586.0,968.1,-77.6,133.2
1690351601.0,957.3,-63.6,97.9
1690351616.0,965.3,-57.8,114.5
1690351631.0,977.0,-41.6,140.6
1690351646.0,960.0,-21.9,220.2
1690351661.0,946.9,-3.1,165.5
1690351676.0,960.8,-23.1,304.9
1690351691.0,982.5,-42.1,146.3
1690351706.0,946.3,-102.3,124.2
1690351721.0,934.0,2.9,143.6
1690351736.0,959.7,-69.0,123.0
1690351751.0,944.8,-514.6,123.1
1690351766.0,980.4,-497.1,118.5
1690351781.0,963.2,-514.4,105.6
1690351796.0,983.0,-682.8,110.7
1690351811.0,345.5,-586.7,146.5
1690351826.0,274.5,-589.0,136.0
1690351841.0,229.8,-733.5,99.9
1690351856.0,222.2,-727.0,101.2
1690351871.0,222.7,-730.7,98.0
1690351886.0,213.3,-738.9,101.8
1690351901.0,209.8,-721.3,94.6
1690351916.0,205.8,-715.6,119.4
1690351931.0,220.2,-741.4,96.7
1690351946.0,240.5,-742.9,97.1
1690351961.0,239.4,-747.8,99.3
1690351976.0,217.4,-743.3,115.0
1690351991.0,212.6,-717.1,96.3
1690352006.0,199.8,-726.2,102.4
1690352021.0,172.9,-726.4,88.4
