timestamp,coord_x_cm,coord_y_cm,coord_z_cm
1690693226.0,-345.0,-9.4,84.2
1690693241.0,-348.0,-9.2,80.1
1690693256.0,-348.7,-8.6,82.9
1690693271.0,-349.5,-11.9,83.8
1690693286.0,-343.1,-8.7,81.8
1690693301.0,-344.1,-11.3,82.4
1690693316.0,-343.9,-9.8,81.9
1690693331.0,-358.3,-2.9,85.6
1690693346.0,-352.8,-5.8,81.4
1690693361.0,-349.6,-8.4,86.5
1690693376.0,-360.5,-3.2,86.8
1690693391.0,-348.4,-8.7,86.7
1690693406.0,-349.7,-9.1,86.1
1690693421.0,-353.4,-11.9,81.6
1690693436.0,-350.2,-6.2,86.1
1690693451.0,-348.6,-8.1,82.6
1690693466.0,-352.7,-6.5,86.4
1690693481.0,-346.6,-4.7,86.8
1690693496.0,-342.4,-9.1,82.8
1690693511.0,-347.4,-9.0,80.9
1690693526.0,-344.5,-10.4,82.7
1690693541.0,-343.7,-6.7,79.0
1690693556.0,-343.7,-7.0,77.5
1690693571.0,-225.3,-67.5,12.6
1690693586.0,-338.4,-9.9,93.0
1690693601.0,-347.3,-10.4,81.6
1690693616.0,-355.1,-21.7,72.9
1690693631.0,-346.7,-11.2,83.0
1690693646.0,-346.2,-7.9,80.4
1690693661.0,-346.1,-9.7,79.8
1690693676.0,-345.1,-8.2,86.4
1690693691.0,-347.0,-11.0,85.5
1690693706.0,-355.4,-7.7,84.9
1690693721.0,-352.5,-9.6,79.1
1690693736.0,-350.0,-8.2,83.2
1690693751.0,-355.2,-9.7,83.4
1690693766.0,-398.9,20.8,112.1
1690693781.0,-347.4,-10.8,82.4
1690693796.0,-340.4,-13.3,84.7
1690693811.0,-350.9,-8.8,79.0
1690693826.0,-348.6,-10.2,78.5
1690693841.0,-350.1,-7.2,87.8
1690693856.0,-346.2,-11.3,86.8
1690693871.0,-347.1,-10.6,87.9
1690693886.0,-346.9,-11.0,85.2
1690693901.0,-336.0,-32.1,64.6
1690693916.0,-354.5,-7.8,88.7
1690693931.0,-345.6,-9.5,88.8
1690693946.0,-287.2,-36.9,46.2
1690693961.0,-354.9,-17.4,74.4
1690693976.0,-359.2,-4.9,77.8
1690693991.0,-357.0,-7.3,81.7
1690694006.0,-348.7,-9.2,86.2
1690694021.0,-350.9,-9.3,93.3
1690694036.0,-358.5,-10.7,80.0
1690694051.0,-382.6,-2.3,76.4
