timestamp,loc_x_cm,loc_y_cm,loc_z_cm
1690271846.0,-302.0,125.0,95.0
1690271861.0,-327.0,137.0,109.0
1690271876.0,-301.0,142.0,116.0
1690271891.0,-302.0,141.0,109.0
1690271906.0,-341.0,135.0,111.0
1690271921.0,-331.0,142.0,107.0
1690271936.0,-325.0,133.0,113.0
1690271951.0,-311.0,121.0,94.0
1690271966.0,-331.0,138.0,111.0
1690271981.0,-334.0,133.0,103.0
1690271996.0,-307.0,138.0,116.0
1690272011.0,-332.0,146.0,110.0
1690272026.0,-311.0,130.0,112.0
1690272041.0,-293.0,154.0,106.0
1690272056.0,-305.0,169.0,108.0
1690272071.0,-321.0,139.0,92.0
1690272086.0,-376.0,207.0,91.0
1690272101.0,-357.0,390.0,81.0
1690272116.0,149.0,448.0,85.0
1690272131.0,891.0,45.0,101.0
1690272146.0,892.0,46.0,99.0
1690272161.0,890.0,44.0,100.0
1690272176.0,891.0,47.0,102.0
1690272191.0,874.0,23.0,101.0
1690272206.0,894.0,38.0,101.0
1690272221.0,900.0,-138.0,93.0
1690272236.0,742.0,-517.0,77.0
1690272251.0,598.0,-577.0,69.0
1690272266.0,617.0,-574.0,71.0
1690272281.0,317.0,-585.0,74.0
1690272296.0,316.0,-591.0,72.0
1690272311.0,301.0,-585.0,76.0
1690272326.0,289.0,-580.0,71.0
1690272341.0,205.0,-580.0,73.0
1690272356.0,163.0,-577.0,71.0
1690272371.0,163.0,-579.0,87.0
1690272386.0,160.0,-579.0,83.0
1690272401.0,158.0,-580.0,79.0
1690272416.0,159.0,-584.0,81.0
1690272431.0,166.0,-586.0,72.0
1690272446.0,166.0,-587.0,85.0
1690272461.0,164.0,-584.0,75.0
1690272476.0,166.0,-591.0,85.0
1690272491.0,164.0,-592.0,76.0
1690272506.0,156.0,-590.0,78.0
1690272521.0,167.0,-587.0,77.0
1690272536.0,155.0,-593.0,78.0
1690272551.0,154.0,-600.0,73.0
1690272566.0,158.0,-593.0,75.0
1690272581.0,162.0,-592.0,73.0
1690272596.0,165.0,-583.0,74.0
1690272611.0,156.0,-589.0,84.0
1690272626.0,160.0,-582.0,74.0
1690272641.0,160.0,-589.0,81.0
1690272656.0,152.0,-592.0,81.0
1690272671.0,155.0,-596.0,77.0
1690272686.0,156.0,-601.0,77.0
1690272701.0,157.0,-580.0,77.0
1690272716.0,156.0,-580.0,67.0
1690272731.0,163.0,-584.0,70.0
1690272746.0,172.0,-587.0,75.0
1690272761.0,168.0,-587.0,74.0
1690272776.0,162.0,-585.0,73.0
1690272791.0,172.0,-601.0,78.0
1690272806.0,168.0,-593.0,75.0
1690272821.0,172.0,-586.0,74.0
1690272836.0,164.0,-589.0,77.0
1690272851.0,172.0,-589.0,76.0
1690272866.0,167.0,-588.0,78.0
1690272881.0,167.0,-587.0,72.0
1690272896.0,100.0,-560.0,80.0
1690272911.0,94.0,-564.0,79.0
1690272926.0,102.0,-566.0,87.0
1690272941.0,104.0,-563.0,84.0
1690272956.0,-12.0,-595.0,89.0
1690272971.0,-40.0,-519.0,87.0
1690272986.0,-9.0,-547.0,91.0
1690273001.0,-51.0,-556.0,92.0
1690273016.0,-28.0,-554.0,90.0
1690273031.0,-46.0,-539.0,92.0
1690273046.0,-25.0,-548.0,86.0
1690273061.0,-33.0,-591.0,81.0
1690273076.0,-68.0,-582.0,71.0
1690273091.0,-71.0,-586.0,71.0
1690273106.0,-74.0,-579.0,71.0
1690273121.0,-13.0,-568.0,88.0
1690273136.0,-24.0,-604.0,89.0
1690273151.0,-45.0,-529.0,78.0
1690273166.0,-481.0,-562.0,80.0
1690273181.0,-482.0,-561.0,80.0
1690273196.0,-486.0,-551.0,89.0
1690273211.0,-484.0,-552.0,86.0
1690273226.0,-486.0,-549.0,80.0
1690273241.0,-477.0,-555.0,82.0
1690273256.0,-482.0,-558.0,75.0
1690273271.0,-486.0,-553.0,84.0
1690273286.0,-489.0,-554.0,88.0
1690273301.0,-486.0,-554.0,92.0
1690273316.0,-473.0,-577.0,68.0
1690273331.0,-468.0,-577.0,69.0
1690273346.0,-470.0,-576.0,70.0
1690273361.0,-495.0,-547.0,87.0
1690273376.0,-481.0,-573.0,73.0
1690273391.0,-489.0,-560.0,75.0
1690273406.0,-499.0,-563.0,88.0
1690273421.0,-492.0,-575.0,83.0
1690273436.0,-484.0,-562.0,77.0
1690273451.0,-495.0,-559.0,93.0
1690273466.0,-495.0,-558.0,92.0
1690273481.0,-480.0,-554.0,88.0
1690273496.0,-488.0,-575.0,75.0
1690273511.0,-488.0,-569.0,78.0
1690273526.0,-484.0,-569.0,74.0
