timestamp,coord_x_cm,coord_y_cm,coord_z_cm
1691125211.0,-216.2,-16.4,104.7
1691125226.0,-223.3,-20.1,104.2
1691125241.0,-210.1,-18.5,99.3
1691125256.0,-211.8,-19.7,104.4
1691125271.0,-203.5,-3.9,95.9
1691125286.0,-215.5,-16.4,96.4
1691125301.0,-218.8,-18.2,105.5
1691125316.0,-223.6,-11.5,90.7
1691125331.0,-225.2,-17.1,93.7
1691125346.0,-227.3,-25.0,80.4
1691125361.0,-221.5,-29.7,82.0
1691125376.0,-210.5,-21.1,81.3
1691125391.0,-187.7,-30.4,72.9
1691125406.0,-217.4,-16.0,85.5
1691125421.0,-217.5,-10.3,83.4
1691125436.0,-214.0,-4.0,88.3
1691125451.0,-211.0,-8.4,89.6
1691125466.0,-215.9,-2.0,88.2
1691125481.0,-199.9,-13.7,82.1
1691125496.0,-176.3,-22.1,68.9
1691125511.0,-214.4,-10.5,84.9
1691125526.0,-223.4,-6.1,77.9
1691125541.0,-185.4,-27.7,70.2
1691125556.0,-187.2,-16.5,73.7
1691125571.0,-189.0,-15.9,74.0
1691125586.0,-191.6,-13.6,75.9
1691125601.0,-191.9,-21.2,85.0
1691125616.0,-209.9,-15.3,84.4
1691125631.0,-219.5,-6.5,84.7
1691125646.0,-187.5,-20.2,74.9
1691125661.0,-206.7,-6.7,82.8
1691125676.0,-214.2,-9.7,82.9
1691125691.0,-203.7,-12.1,83.3
1691125706.0,-202.5,-12.9,81.8
1691125721.0,-161.3,-28.6,65.0
1691125736.0,-202.0,-13.3,78.9
1691125751.0,-198.7,-11.7,95.3
1691125766.0,-240.8,-21.9,88.5
1691125781.0,-204.7,-5.1,93.0
1691125796.0,-222.0,-6.7,81.8
1691125811.0,-231.8,-3.7,78.6
1691125826.0,-222.0,-4.3,83.7
1691125841.0,-220.3,-7.8,76.9
1691125856.0,-219.3,-7.9,80.6
1691125871.0,-216.1,-5.6,80.3
1691125886.0,-205.6,-8.7,75.7
1691125901.0,-224.4,-6.1,84.2
1691125916.0,-228.6,-12.0,85.6
1691125931.0,-236.6,-12.9,84.1
1691125946.0,-240.1,-14.4,88.1
1691125961.0,-230.4,-15.3,96.1
1691125976.0,-233.4,-15.5,95.8
1691125991.0,-226.2,-9.6,96.0
1691126006.0,-207.4,-12.0,83.6
1691126021.0,-181.0,-25.3,88.9
1691126036.0,-193.6,-7.0,90.3
1691126051.0,-212.7,-12.5,87.7
1691126066.0,-217.4,-8.9,92.3
1691126081.0,-204.6,-12.0,86.2
1691126096.0,-200.9,-12.4,89.0
1691126111.0,-209.9,-19.3,84.4
1691126126.0,-229.3,-18.5,99.3
1691126141.0,-234.1,-19.3,99.9
1691126156.0,-229.7,-21.5,100.4
1691126171.0,-240.6,-25.8,93.6
1691126186.0,-238.5,-26.7,101.5
1691126201.0,-243.7,-21.0,86.5
1691126217.0,-236.6,-24.1,91.7
1691126231.0,-246.9,-21.9,89.3
1691126246.0,-236.3,-74.3,31.1
1691126261.0,-231.8,-19.9,96.1
1691126276.0,-244.0,-14.0,99.5
1691126291.0,-230.4,-23.6,103.2
1691126306.0,-240.9,-22.0,92.7
1691126321.0,-202.5,-26.8,97.3
1691126336.0,-239.5,-7.5,86.2
1691126351.0,-220.7,-12.9,102.7
1691126366.0,-180.1,-21.6,101.2
1691126381.0,-210.7,-19.9,96.8
1691126396.0,-232.7,-12.0,94.7
1691126411.0,-230.8,-11.6,85.5
1691126426.0,-232.1,-6.1,87.5
1691126441.0,-231.6,-12.0,90.3
1691126456.0,-238.9,-5.8,89.8
1691126471.0,-238.1,-13.6,85.5
1691126486.0,-238.3,-11.7,89.9
1691126501.0,-233.6,-13.5,89.7
1691126516.0,-239.3,-13.8,92.8
1691126531.0,-227.7,-12.3,92.9
1691126546.0,-214.5,-22.7,89.4
1691126561.0,-219.9,-20.7,91.3
1691126576.0,-191.3,-25.7,77.7
1691126591.0,-168.5,-34.2,71.0
1691126606.0,-223.9,-13.7,98.4
1691126621.0,-214.1,-19.0,89.6
1691126636.0,-155.7,-47.5,57.0
1691126651.0,-191.6,-29.8,74.1
1691126666.0,-222.6,-17.4,90.9
1691126681.0,-220.5,-12.4,85.7
1691126696.0,-216.8,-12.4,88.8
1691126711.0,-220.7,-12.6,95.8
1691126726.0,-222.4,-14.3,96.1
1691126741.0,-215.3,-20.3,94.0
1691126756.0,-223.2,-16.3,94.4
1691126771.0,-218.6,-15.3,98.4
1691126786.0,-183.5,-30.5,86.5
1691126801.0,-210.1,-18.1,91.1
1691126816.0,-221.2,-16.0,90.4
1691126831.0,-191.6,-24.6,95.6
1691126846.0,-189.6,-31.1,91.3
1691126861.0,-203.1,-28.0,102.4
1691126876.0,-202.8,-26.7,98.2
1691126891.0,-203.4,-25.2,94.7
1691126906.0,-227.9,-21.8,81.9
1691126921.0,-203.8,-19.0,89.7
1691126936.0,-208.4,-13.3,91.3
1691126951.0,-217.3,-18.8,95.0
1691126966.0,-225.0,-12.3,100.1
1691126981.0,-230.8,-17.3,98.6
1691126996.0,-228.3,-15.4,99.7
1691127011.0,-217.9,-23.8,95.1
1691127026.0,-224.9,-20.5,99.5
1691127041.0,-222.8,-23.4,94.9
1691127056.0,-220.0,-15.2,91.4
1691127071.0,-234.0,-20.1,97.3
1691127086.0,-210.9,-12.1,94.6
1691127101.0,-243.1,-30.5,74.4
1691127116.0,-234.5,-13.7,97.3
1691127131.0,-228.7,-14.8,90.1
1691127146.0,-240.0,-11.4,93.7
1691127161.0,-232.7,-15.7,94.7
1691127176.0,-226.6,-16.6,97.7
1691127191.0,-224.9,-14.6,100.7
1691127206.0,-229.2,-18.6,96.1
1691127221.0,-201.6,-27.3,95.1
1691127236.0,-218.4,-18.7,98.3
1691127251.0,-214.3,-20.8,94.8
1691127266.0,-228.5,-16.5,97.9
1691127281.0,-160.9,-34.9,78.4
1691127296.0,-219.2,-18.7,99.5
1691127311.0,-232.4,-16.5,103.1
1691127326.0,-216.3,-17.3,101.7
1691127341.0,-193.4,-32.7,90.8
1691127356.0,-228.8,-9.7,102.6
1691127371.0,-215.1,-16.3,94.1
1691127386.0,-232.7,-15.9,105.8
1691127401.0,-208.7,-30.9,95.5
1691127416.0,-223.7,-24.7,99.1
1691127431.0,-226.2,-26.7,104.4
1691127446.0,-227.0,-26.2,100.7
1691127461.0,-217.5,-18.3,90.2
1691127476.0,-288.7,25.7,66.5
1691127491.0,-239.4,-12.4,97.8
1691127506.0,-226.5,-13.9,91.8
1691127521.0,-217.5,-20.3,94.5
1691127536.0,-235.7,-13.9,92.4
1691127551.0,-234.3,-14.3,100.0
1691127566.0,-230.4,-16.8,99.8
1691127581.0,-242.3,-10.6,99.0
1691127596.0,-234.0,-12.7,98.5
1691127611.0,-235.7,-10.6,97.6
1691127626.0,-233.7,-14.2,103.9
1691127641.0,-218.3,-16.9,95.1
1691127656.0,-232.3,-19.8,95.5
1691127671.0,-210.6,-22.8,89.6
1691127686.0,-230.8,-14.0,97.1
1691127701.0,-234.1,-15.2,100.7
1691127716.0,-231.7,-19.8,101.9
1691127731.0,-241.8,-18.5,101.8
1691127746.0,-164.6,-32.3,76.3
1691127761.0,-239.1,-22.0,105.9
1691127776.0,-217.6,-23.9,100.4
1691127791.0,-233.7,-17.5,90.5
1691127806.0,-229.1,-19.2,95.0
1691127821.0,-227.2,-13.2,91.8
1691127836.0,-232.4,-15.2,96.5
1691127851.0,-237.8,-15.8,101.2
1691127866.0,-235.0,-14.7,102.7
1691127881.0,-226.0,-14.5,97.8
1691127896.0,-220.8,-12.3,100.7
1691127911.0,-213.8,-20.6,92.6
1691127926.0,-225.0,-19.4,88.4
1691127941.0,-238.3,-15.0,99.2
1691127956.0,-234.7,-15.8,98.9
1691127971.0,-232.1,-16.9,101.2
1691127986.0,-221.9,-15.4,93.8
1691128001.0,-239.8,-8.5,100.1
1691128016.0,-229.1,-19.1,88.3
1691128046.0,-220.6,-17.5,104.9
1691128061.0,-224.3,-17.0,94.0
1691128076.0,-215.9,-14.5,92.9
1691128091.0,-230.8,-14.1,94.4
1691128106.0,-221.5,-4.9,87.2
1691128121.0,-204.5,-12.8,82.8
1691128136.0,-221.9,-7.6,88.6
1691128151.0,-207.8,-12.6,86.4
1691128166.0,-208.9,-14.6,86.9
1691128181.0,-218.8,-12.2,92.1
1691128196.0,-218.9,-12.1,92.0
1691128211.0,-211.0,-19.1,92.1
1691128226.0,-220.8,-8.5,85.5
1691128241.0,-235.0,-20.4,80.0
1691128256.0,-208.3,-15.4,82.0
1691128271.0,-218.1,-10.6,85.8
1691128286.0,-211.2,-18.3,83.9
1691128301.0,-222.0,-10.7,94.3
1691128316.0,-218.9,-15.2,94.3
1691128331.0,-186.9,-23.6,72.9
1691128346.0,-231.2,-5.2,90.3
1691128361.0,-233.0,-9.6,95.5
1691128376.0,-233.8,-10.2,95.6
1691128391.0,-237.9,-1.6,87.0
1691128406.0,-233.2,-9.0,101.7
1691128421.0,-204.1,-19.4,93.9
1691128436.0,-226.9,-8.6,92.4
1691128451.0,-196.2,-15.5,83.0
1691128466.0,-217.4,-15.9,96.4
1691128481.0,-232.7,-13.0,101.7
1691128496.0,-215.7,-14.9,97.4
1691128511.0,-220.6,-16.3,103.8
1691128526.0,-217.2,-14.5,97.0
1691128541.0,-212.4,-18.7,96.2
1691128556.0,-218.6,-15.5,103.7
1691128571.0,-213.0,-12.9,99.3
1691128586.0,-218.8,-14.7,102.4
1691128601.0,-211.3,-16.4,104.3
1691128616.0,-212.4,-21.6,100.5
1691128631.0,-208.1,-19.9,104.6
1691128646.0,-211.7,-17.5,106.1
1691128661.0,-211.3,-19.8,103.9
1691128676.0,-209.4,-15.1,105.6
1691128691.0,-215.8,-19.8,110.0
1691128706.0,-216.5,-19.7,108.3
1691128721.0,-216.8,-18.9,105.6
1691128736.0,-241.1,-85.7,67.8
1691128751.0,-244.4,-92.2,68.2
1691128766.0,-241.4,-94.4,66.8
1691128781.0,-241.3,-92.3,66.2
1691128796.0,-244.1,-91.7,67.2
1691128811.0,-238.7,-89.9,69.1
1691128826.0,-240.1,-91.4,68.2
1691128841.0,-240.0,-91.4,67.9
1691128856.0,-238.3,-89.5,69.4
1691128871.0,-239.9,-90.3,66.1
1691128886.0,-239.7,-90.2,67.6
1691128901.0,-239.3,-86.9,68.5
1691128916.0,-240.0,-86.5,67.1
1691128931.0,-238.6,-88.5,67.3
1691128946.0,-242.3,-88.5,65.8
1691128961.0,-241.5,-87.7,68.8
1691128976.0,-238.4,-87.0,67.7
1691128991.0,-238.2,-87.0,70.2
1691129006.0,-238.7,-90.5,67.1
1691129021.0,-240.3,-87.8,67.5
1691129036.0,-237.4,-88.0,70.3
1691129051.0,-237.8,-86.6,66.8
1691129066.0,-238.6,-87.4,69.5
1691129081.0,-239.6,-86.6,66.7
1691129096.0,-240.9,-86.6,69.3
1691129111.0,-241.5,-88.0,66.4
1691129126.0,-210.4,-7.3,90.1
1691129141.0,-219.0,-11.3,99.8
1691129156.0,-201.7,-10.0,93.2
1691129171.0,-220.1,-2.9,84.5
1691129186.0,-213.8,-3.3,89.2
1691129201.0,-215.3,-8.2,99.5
1691129216.0,-209.6,-11.5,101.5
1691129231.0,-208.7,-16.7,96.7
1691129246.0,-209.3,-18.4,103.0
1691129261.0,-216.0,-17.8,107.0
1691129276.0,-185.3,-21.3,86.4
1691129291.0,-213.5,-12.8,101.9
1691129306.0,-169.7,-29.4,79.3
1691129321.0,-176.1,-25.3,80.6
1691129336.0,-214.6,-15.2,96.4
1691129351.0,-197.9,-18.2,93.5
1691129366.0,-241.7,-2.5,87.4
1691129381.0,-216.1,1.8,84.0
1691129396.0,-228.2,3.2,89.9
1691129411.0,-228.6,-7.5,91.1
1691129426.0,-219.3,-9.1,97.7
1691129441.0,-216.9,-10.7,102.7
1691129456.0,-229.4,-24.5,125.1
1691129471.0,-244.3,-40.2,117.9
1691129486.0,-245.7,-33.2,155.0
1691129501.0,-221.3,-37.3,135.6
1691129516.0,-216.5,-27.8,142.9
1691129531.0,-221.1,-29.1,145.3
1691129546.0,-238.3,-43.9,133.4
1691129561.0,-237.2,-35.4,143.9
1691129576.0,-236.2,-34.2,148.5
1691129591.0,-233.8,-37.2,151.1
1691129606.0,-236.6,-42.6,142.4
1691129621.0,-241.4,-34.1,151.2
1691129636.0,-236.2,-41.8,152.9
1691129651.0,-227.9,-36.2,133.5
1691129666.0,-225.1,-38.3,140.5
1691129681.0,-189.7,-37.5,138.2
1691129696.0,-205.1,-20.3,79.0
1691129711.0,-209.2,-30.0,80.1
1691129726.0,-234.4,-47.5,133.5
1691129741.0,-231.0,-69.9,131.4
1691129756.0,-231.9,-61.2,156.3
1691129771.0,-226.9,-65.0,152.7
1691129786.0,-195.2,-61.7,120.0
1691129801.0,-206.4,-65.4,138.1
1691129816.0,-217.8,-76.4,148.9
1691129831.0,-216.9,-76.5,154.1
1691129846.0,-224.4,-79.8,155.7
1691129861.0,-213.9,-77.3,152.0
1691129876.0,-214.2,-81.1,151.1
1691129891.0,-201.0,-90.1,146.0
1691129906.0,-191.7,-102.1,156.1
1691129921.0,-235.5,-104.6,152.3
1691129936.0,-211.5,-16.7,108.3
1691129951.0,-220.4,-21.3,99.9
1691129966.0,-269.9,-25.5,94.4
1691129981.0,-227.3,-27.8,109.8
1691129996.0,-226.0,-17.4,107.3
1691130011.0,-223.6,-15.6,106.0
1691130026.0,-239.2,1.6,87.0
1691130041.0,-228.6,-1.3,98.7
1691130056.0,-227.0,-17.8,107.6
1691130071.0,-222.5,-10.5,94.7
1691130086.0,-214.2,-9.3,94.9
1691130101.0,-213.2,-22.2,91.6
1691130116.0,-220.7,-16.3,89.5
1691130131.0,-215.6,-15.8,97.6
1691130146.0,-218.5,-13.9,98.6
1691130161.0,-224.0,-21.5,104.3
1691130176.0,-227.0,-24.3,109.2
1691130191.0,-219.7,-16.3,89.5
1691130206.0,-234.8,-16.3,101.1
1691130221.0,-218.7,-12.7,88.8
1691130236.0,-226.2,-9.4,91.6
1691130251.0,-221.2,-38.8,117.2
1691130266.0,-215.2,-27.7,108.6
1691130281.0,-226.9,-28.1,114.9
1691130296.0,-229.3,-32.6,118.2
1691130311.0,-222.0,-27.5,111.9
1691130326.0,-221.7,-29.5,115.0
1691130341.0,-227.6,-36.5,119.5
1691130356.0,-225.0,-21.4,104.8
1691130371.0,-222.1,-39.3,109.0
1691130386.0,-223.4,-33.0,111.4
1691130401.0,-230.8,-27.8,109.9
1691130416.0,-229.8,-39.9,114.5
1691130431.0,-233.4,-32.6,116.1
1691130446.0,-230.5,-19.1,101.7
1691130461.0,-212.2,-32.4,101.2
1691130476.0,-231.4,-29.7,113.6
1691130491.0,-230.3,-30.4,115.9
1691130506.0,-230.8,-29.6,113.0
1691130521.0,-112.3,-135.4,74.0
1691130536.0,-214.0,-30.2,103.5
1691130551.0,-222.3,-35.0,111.8
1691130566.0,-220.0,-42.3,106.5
1691130581.0,-240.1,-23.5,106.3
1691130596.0,-222.6,-28.1,109.2
1691130611.0,-221.8,-33.1,109.5
1691130626.0,-235.1,-25.5,107.1
