timestamp,coord_x_cm,coord_y_cm,coord_z_cm
1690261211.0,26.0,-24.6,99.2
1690261226.0,32.6,-13.5,93.7
1690261241.0,46.0,4.2,65.5
1690261256.0,57.4,12.6,59.0
1690261271.0,62.1,13.2,54.1
1690261286.0,68.4,12.5,55.6
1690261301.0,61.5,10.1,57.0
1690261316.0,63.2,12.5,54.9
1690261331.0,68.6,13.4,53.6
1690261346.0,66.3,12.0,53.9
1690261361.0,66.2,11.4,53.7
1690261376.0,66.0,12.3,56.0
1690261391.0,47.0,7.6,66.0
1690261406.0,56.3,13.4,64.8
1690261421.0,68.1,11.2,53.6
1690261436.0,69.3,10.0,57.2
1690261451.0,69.4,9.9,57.3
1690261466.0,67.4,11.3,55.8
1690261481.0,64.5,15.6,60.7
1690261496.0,71.4,9.5,55.0
1690261511.0,86.5,3.9,38.2
1690261526.0,74.2,3.3,56.8
1690261541.0,64.2,4.9,61.3
1690261556.0,69.3,6.6,60.5
1690261571.0,68.9,5.2,61.0
1690261586.0,66.5,10.0,61.1
1690261601.0,67.1,3.7,61.9
1690261616.0,73.5,2.1,60.7
1690261631.0,73.5,6.1,62.1
1690261646.0,74.0,3.8,57.9
1690261661.0,73.4,6.3,58.4
1690261676.0,74.3,-0.8,57.3
1690261691.0,70.2,5.3,60.6
1690261706.0,71.5,4.5,57.2
1690261721.0,67.8,5.6,60.7
1690261736.0,72.6,11.2,52.9
1690261751.0,35.0,-32.2,98.2
1690261766.0,52.8,-19.6,82.1
1690261781.0,69.9,-52.5,62.6
1690261796.0,92.2,-44.5,65.1
1690261811.0,11.8,-23.8,89.2
1690261826.0,16.2,-12.8,96.8
1690261841.0,11.6,-17.2,87.9
1690261856.0,30.5,-14.0,79.9
1690261871.0,21.2,-32.3,82.7
1690261886.0,27.9,-17.3,80.4
1690261901.0,2.7,-10.3,92.3
1690261916.0,36.7,-14.3,94.0
1690261931.0,23.1,-27.7,102.5
1690261946.0,25.5,-21.9,106.4
1690261961.0,24.9,-20.0,107.6
1690261976.0,31.0,-21.6,104.4
1690261991.0,62.8,-31.0,108.4
1690262006.0,62.0,-9.5,91.3
1690262021.0,34.9,-23.7,87.8
1690262036.0,43.3,-10.4,82.3
1690262051.0,21.9,-26.2,98.0
1690262066.0,47.1,-28.8,103.6
1690262081.0,38.6,-26.8,101.4
1690262096.0,34.0,-12.9,100.4
1690262111.0,40.8,-26.9,95.9
1690262126.0,27.4,-25.0,90.2
1690262141.0,30.4,-16.4,82.4
1690262156.0,25.7,-2.8,84.1
1690262171.0,41.7,-12.2,90.0
1690262186.0,23.2,-18.5,91.4
1690262201.0,34.6,-29.9,103.5
1690262216.0,88.4,-18.0,82.7
1690262231.0,81.1,-17.1,84.1
1690262246.0,71.9,-7.7,85.5
1690262261.0,77.6,-4.2,87.2
1690262276.0,54.3,-4.2,72.1
1690262291.0,61.6,-12.9,82.4
1690262306.0,71.8,-1.2,79.6
1690262321.0,47.5,-3.4,68.4
1690262336.0,76.5,-25.7,96.0
1690262351.0,62.2,-11.4,88.3
1690262366.0,22.6,-21.9,78.8
1690262381.0,49.2,-6.5,68.0
1690262396.0,52.6,-5.4,67.3
1690262411.0,52.1,-14.9,80.1
1690262426.0,25.9,-28.0,87.7
1690262441.0,23.6,-25.0,91.9
1690262456.0,30.9,-34.7,90.9
1690262471.0,25.8,-33.0,92.3
1690262486.0,49.5,-8.3,83.3
1690262501.0,34.0,-27.1,101.7
1690262516.0,34.4,-25.1,107.2
1690262531.0,34.4,-13.0,101.5
1690262546.0,39.0,-30.2,90.5
1690262561.0,27.0,-16.4,103.3
1690262576.0,35.8,-31.1,103.7
1690262591.0,42.5,-20.5,93.2
1690262621.0,25.5,-28.1,82.8
1690262636.0,26.2,-25.0,91.2
1690262651.0,7.5,-43.9,142.5
1690262666.0,-12.6,-58.5,144.6
1690262681.0,-2.9,-62.0,151.0
1690262696.0,-14.2,-68.6,135.9
1690262711.0,-12.4,-36.9,160.6
1690262726.0,-15.7,-44.7,146.4
1690262741.0,5.1,-44.8,93.4
1690262756.0,26.6,-24.2,102.9
1690262771.0,5.8,-28.9,97.5
1690262786.0,19.1,-37.3,94.8
1690262801.0,30.5,-22.7,93.8
1690262816.0,26.9,-16.2,94.7
1690262831.0,22.5,-15.6,94.9
1690262846.0,23.0,-45.9,107.0
1690262861.0,-6.6,3.8,85.5
1690262876.0,42.9,-21.4,98.5
1690262891.0,62.8,-8.7,85.2
1690262906.0,38.9,-7.9,85.2
1690262921.0,48.7,-19.9,89.2
1690262936.0,36.9,-38.4,103.5
1690262951.0,24.1,-42.9,92.8
1690262966.0,48.6,-32.0,99.9
1690262981.0,52.9,-21.4,95.5
1690262996.0,71.2,-16.2,86.7
1690263011.0,59.1,-3.4,79.9
1690263026.0,41.0,-21.5,86.0
1690263041.0,-5.8,-23.4,87.4
1690263056.0,-29.2,-51.2,152.0
1690263071.0,-15.7,-59.8,156.2
1690263086.0,-32.7,-47.9,149.0
1690263101.0,-31.9,-49.6,151.2
1690263116.0,-25.9,-57.0,141.9
1690263131.0,6.8,-18.2,143.3
1690263146.0,5.1,-8.2,143.0
1690263161.0,-25.8,-14.5,108.5
1690263176.0,-47.4,-43.1,132.2
1690263191.0,-32.8,-44.1,142.9
1690263206.0,8.7,-34.7,96.3
1690263221.0,19.1,-24.5,106.1
1690263236.0,8.2,-39.4,100.1
1690263251.0,14.9,-34.0,100.9
1690263266.0,3.0,-51.7,94.9
1690263281.0,39.0,-36.0,110.2
1690263296.0,63.5,-25.5,115.6
1690263311.0,47.7,-33.5,130.4
1690263326.0,49.1,-37.9,134.3
1690263341.0,45.1,-26.8,128.9
1690263356.0,46.5,-18.8,123.8
1690263371.0,40.6,-25.2,135.1
1690263386.0,55.4,-47.4,127.2
1690263401.0,51.1,-44.8,129.1
1690263416.0,50.4,-34.4,131.0
1690263431.0,34.7,-31.9,135.3
1690263446.0,51.0,-43.7,154.9
1690263461.0,37.7,-30.7,154.3
1690263476.0,19.0,-32.8,155.3
1690263491.0,54.7,-23.6,120.0
1690263506.0,36.5,-21.5,141.0
1690263521.0,45.9,-24.9,135.8
1690263536.0,34.3,-20.1,128.2
1690263551.0,69.3,-11.2,110.6
1690263566.0,42.6,-33.9,134.7
1690263581.0,47.4,-42.4,139.0
1690263596.0,44.0,-30.2,129.2
1690263611.0,61.5,-69.0,125.6
1690263626.0,29.9,-73.2,140.0
1690263641.0,28.3,-45.8,146.1
1690263656.0,29.1,-45.7,145.1
1690263671.0,-6.4,-60.6,144.2
1690263686.0,-0.4,-73.1,148.1
1690263701.0,14.4,-61.5,141.7
1690263716.0,43.7,-59.0,127.8
1690263731.0,18.0,-52.6,121.6
1690263746.0,41.4,-64.2,125.5
1690263761.0,60.9,-52.9,132.4
1690263776.0,21.6,-56.3,144.8
1690263791.0,25.2,-67.2,136.5
1690263806.0,19.7,-74.9,136.3
1690263821.0,26.8,-61.8,131.4
1690263836.0,14.5,-61.3,141.8
1690263851.0,22.2,-54.1,133.7
1690263866.0,30.5,-53.5,138.4
1690263881.0,44.8,-84.4,129.1
1690263896.0,46.9,-89.0,147.4
1690263911.0,47.3,-91.4,137.0
1690263926.0,30.3,-88.8,134.2
1690263941.0,25.3,-99.2,141.1
1690263956.0,10.3,-101.3,137.2
1690263971.0,65.3,-104.0,144.8
1690263986.0,54.6,-92.8,150.5
1690264001.0,52.9,-88.0,149.2
1690264016.0,42.8,-86.0,135.1
1690264031.0,81.4,-87.5,144.1
1690264046.0,46.0,-84.3,143.3
1690264061.0,23.2,-48.2,128.6
1690264076.0,48.3,-56.6,142.3
1690264091.0,58.1,-28.7,125.7
1690264106.0,74.8,-26.9,152.5
1690264121.0,44.6,-39.3,134.2
1690264136.0,41.4,-33.1,144.1
1690264151.0,36.0,-69.5,137.6
1690264166.0,25.9,-53.6,141.4
1690264181.0,34.6,-67.3,144.3
1690264196.0,46.3,-67.8,140.7
1690264211.0,7.7,-66.1,143.4
1690264226.0,-6.3,-93.4,145.8
1690264241.0,47.2,-122.6,145.1
1690264256.0,51.9,-173.7,115.3
1690264271.0,58.8,-166.8,115.5
1690264286.0,221.5,-283.0,128.9
1690264301.0,960.0,-49.7,129.6
1690264316.0,947.4,-90.6,99.0
1690264331.0,994.0,39.5,122.4
1690264346.0,1006.2,44.3,220.7
1690264361.0,936.7,-15.8,50.1
1690264376.0,960.9,8.7,93.1
1690264391.0,969.2,11.8,124.9
1690264406.0,953.9,9.0,82.4
1690264421.0,962.1,2.0,98.3
1690264436.0,925.8,8.3,139.0
1690264451.0,951.8,26.5,109.4
1690264466.0,931.5,14.8,165.4
1690264481.0,915.5,-7.8,124.5
1690264496.0,944.7,16.4,89.0
1690264511.0,973.5,10.5,109.6
1690264526.0,475.1,317.6,111.5
1690264541.0,104.4,35.1,100.3
1690264556.0,117.9,49.4,152.7
1690264571.0,124.8,54.5,144.9
1690264586.0,137.7,45.7,124.3
1690264601.0,121.2,38.0,123.9
1690264616.0,128.3,50.6,115.0
1690264631.0,171.7,61.9,130.4
1690264646.0,145.1,48.3,138.8
1690264661.0,141.7,46.7,141.1
1690264676.0,143.7,42.2,105.0
1690264691.0,156.8,41.3,121.6
1690264706.0,159.0,43.8,106.2
1690264721.0,139.1,52.9,131.7
1690264736.0,130.0,53.3,135.8
1690264751.0,112.3,48.5,127.0
1690264766.0,136.2,48.5,121.6
1690264781.0,126.1,47.8,129.7
1690264796.0,184.6,61.5,115.2
1690264811.0,137.4,63.8,139.9
1690264826.0,152.7,35.7,116.9
1690264841.0,145.3,41.3,117.8
1690264856.0,151.3,52.3,117.0
1690264871.0,152.9,57.5,112.9
1690264886.0,141.5,33.5,119.2
1690264901.0,154.5,23.3,113.1
1690264916.0,126.3,29.7,125.6
1690264931.0,121.9,33.2,106.0
1690264946.0,113.6,28.4,118.4
1690264961.0,122.9,40.9,124.7
1690264976.0,151.5,43.0,130.3
1690264991.0,140.4,50.9,127.4
1690265006.0,143.7,63.7,150.3
1690265021.0,152.9,59.0,149.3
1690265036.0,150.9,57.4,144.9
1690265051.0,180.7,72.6,125.6
1690265066.0,169.2,63.4,148.1
1690265081.0,199.5,86.8,129.9
1690265096.0,147.8,60.9,129.9
1690265111.0,147.9,64.6,133.9
1690265126.0,173.2,79.4,136.4
1690265141.0,171.3,80.2,135.7
1690265156.0,168.3,82.9,144.3
1690265171.0,153.9,87.7,80.1
1690265186.0,213.5,97.3,120.4
1690265201.0,183.2,64.0,156.1
1690265216.0,179.7,64.3,149.3
1690265231.0,143.1,67.9,131.3
1690265246.0,191.2,76.7,113.4
1690265261.0,140.4,38.2,124.3
1690265276.0,111.4,48.4,161.6
1690265291.0,94.3,33.3,135.4
1690265306.0,124.0,44.4,153.4
1690265321.0,132.9,42.3,120.2
1690265336.0,169.3,55.2,155.3
1690265351.0,180.3,60.2,134.1
1690265366.0,156.9,47.7,131.7
1690265381.0,164.5,50.8,142.7
1690265396.0,165.5,51.0,147.9
1690265411.0,172.7,48.8,141.0
1690265426.0,159.7,51.6,141.1
1690265441.0,162.1,52.4,145.4
1690265456.0,162.2,52.0,143.2
1690265471.0,168.1,52.5,149.3
1690265486.0,166.3,82.6,148.9
1690265501.0,159.5,82.1,137.5
1690265516.0,176.4,83.7,145.2
1690265531.0,162.1,80.9,135.9
1690265546.0,167.1,82.7,131.2
1690265561.0,153.0,70.9,138.2
1690265576.0,161.0,84.0,144.0
1690265591.0,170.8,83.2,142.6
1690265606.0,162.3,82.5,147.0
1690265621.0,158.5,82.3,138.3
1690265636.0,157.4,59.0,140.6
1690265651.0,153.4,62.0,132.4
1690265666.0,155.5,61.0,134.8
1690265681.0,159.7,73.2,143.4
1690265696.0,155.4,80.8,137.6
