timestamp,coord_x_cm,coord_y_cm,coord_z_cm
1689960611.0,120.0,9.2,71.4
1689960626.0,186.4,-89.0,52.7
1689960641.0,174.3,-75.6,53.1
1689960656.0,138.2,-12.8,109.6
1689960671.0,145.1,-10.9,100.4
1689960686.0,144.6,-17.6,80.5
1689960701.0,151.1,-12.9,90.2
1689960716.0,157.2,-20.1,79.4
1689960731.0,131.8,-18.3,87.8
1689960746.0,152.6,-17.2,96.3
1689960761.0,152.8,-21.6,97.4
1689960776.0,138.7,-20.4,107.3
1689960791.0,156.0,-8.6,90.9
1689960806.0,154.5,1.6,87.2
1689960821.0,155.2,-13.1,101.4
1689960836.0,120.5,-21.7,83.3
1689960851.0,166.3,-30.7,122.0
1689960866.0,87.8,-38.1,93.9
1689960881.0,113.1,-11.5,90.5
1689960896.0,112.6,-35.9,106.1
1689960911.0,147.7,-12.0,98.9
1689960926.0,31.4,-29.0,90.2
1689960941.0,127.4,-21.1,98.0
1689960956.0,92.9,-45.0,73.7
1689960971.0,184.3,-79.9,122.7
1689960986.0,-136.6,-331.6,117.4
1689961001.0,-172.5,-391.5,119.7
1689961016.0,-479.3,-257.6,116.3
1689961031.0,-537.6,143.3,141.2
1689961046.0,-467.2,127.2,119.5
1689961061.0,-501.5,107.1,113.1
1689961076.0,-459.2,108.1,100.5
1689961091.0,-475.4,114.1,135.0
1689961106.0,-387.8,-12.0,-15.2
1689961121.0,-480.1,195.1,113.7
1689961136.0,-483.8,190.4,136.2
1689961151.0,-470.6,172.8,132.0
1689961166.0,-528.9,167.0,128.8
1689961181.0,-524.5,161.0,128.0
1689961196.0,-527.6,146.5,150.4
1689961211.0,-519.8,166.6,137.1
1689961226.0,-533.9,167.0,139.5
1689961241.0,-537.4,151.5,139.9
1689961256.0,-501.0,189.2,130.9
1689961271.0,-493.0,185.1,117.2
1689961286.0,-501.4,178.9,145.9
1689961301.0,-528.6,180.1,146.3
1689961316.0,-541.9,164.8,136.0
1689961331.0,-561.0,227.2,110.0
1689961346.0,-436.2,98.3,117.0
1689961361.0,-437.2,104.9,114.8
1689961376.0,-438.6,128.5,124.2
1689961391.0,-576.2,193.2,134.2
1689961406.0,-560.2,168.7,136.0
1689961421.0,-572.8,190.4,124.1
1689961436.0,-576.5,181.1,110.8
1689961451.0,-580.6,177.7,132.1
1689961466.0,-684.3,-72.7,143.6
1689961481.0,-649.4,-88.0,116.0
1689961496.0,-665.7,-94.8,101.5
1689961511.0,-675.3,-82.4,107.0
1689961526.0,-681.9,24.1,87.5
1689961541.0,-456.2,-138.3,122.1
1689961556.0,-450.8,-113.4,133.2
1689961571.0,-449.4,-115.1,143.9
1689961586.0,-397.0,-145.6,94.5
1689961601.0,-439.1,-131.8,128.1
1689961616.0,-416.2,-112.5,111.2
1689961631.0,-438.8,-104.2,134.9
1689961646.0,-441.7,-108.0,129.3
1689961661.0,-448.8,-102.3,130.3
1689961676.0,-655.3,-295.9,117.3
1689961691.0,-674.4,-282.0,137.7
1689961706.0,-680.0,-296.9,117.4
1689961721.0,-688.6,-296.7,118.1
1689961736.0,-673.5,-288.7,123.6
1689961751.0,-648.7,-291.1,113.3
1689961766.0,-638.4,-305.4,101.7
1689961781.0,-652.5,-298.4,111.4
1689961796.0,-653.3,-293.3,116.8
1689961811.0,-649.1,-294.8,120.3
1689961826.0,-653.7,-293.0,115.7
1689961841.0,-654.1,-291.0,118.8
1689961856.0,-664.0,-293.9,109.6
1689961871.0,-651.2,-297.6,106.4
1689961886.0,-607.6,-364.7,49.8
1689961901.0,-662.4,-294.4,113.2
1689961916.0,-653.7,-301.9,101.0
1689961931.0,-662.7,-302.9,104.1
1689961946.0,-661.3,-300.1,111.3
1689961961.0,-655.2,-310.0,103.2
1689961976.0,-658.3,-261.1,136.1
1689961991.0,-654.1,-308.0,112.8
1689962006.0,-640.8,-318.3,99.8
1689962021.0,-658.7,-308.4,121.3
1689962036.0,-619.5,-296.9,111.8
1689962051.0,-661.3,-313.4,84.6
1689962066.0,-595.7,-264.7,107.2
1689962081.0,-600.8,-251.8,118.7
1689962096.0,-618.1,-241.5,106.6
1689962111.0,-613.3,-237.8,112.8
1689962126.0,-610.0,-224.7,125.6
1689962141.0,-604.2,-228.9,126.2
1689962156.0,-613.8,-254.7,112.9
1689962171.0,-617.6,-238.7,115.0
1689962186.0,-600.8,-246.0,112.4
1689962201.0,-595.8,-237.1,113.0
1689962216.0,-593.6,-242.5,109.9
1689962231.0,-599.5,-218.9,127.6
1689962246.0,-623.1,-239.4,120.2
1689962261.0,-619.1,-230.7,124.1
1689962276.0,-637.0,-246.3,122.8
1689962291.0,-636.1,-239.2,136.0
1689962306.0,-617.1,-216.9,135.4
