timestamp,loc_x_cm,loc_y_cm,loc_z_cm
1690271846.0,-797.0,-571.0,87.0
1690271861.0,-790.0,-558.0,82.0
1690271876.0,-802.0,-580.0,102.0
1690271891.0,-791.0,-571.0,85.0
1690271906.0,-794.0,-570.0,82.0
1690271921.0,-796.0,-575.0,98.0
1690271936.0,-799.0,-578.0,96.0
1690271951.0,-795.0,-560.0,84.0
1690271966.0,-793.0,-561.0,86.0
1690271981.0,-802.0,-546.0,86.0
1690271996.0,-804.0,-563.0,90.0
1690272011.0,-797.0,-560.0,94.0
1690272026.0,-785.0,-580.0,74.0
1690272041.0,-811.0,-565.0,87.0
1690272056.0,-797.0,-533.0,75.0
1690272071.0,-795.0,-542.0,75.0
1690272086.0,-730.0,-557.0,73.0
1690272101.0,-621.0,-583.0,82.0
1690272116.0,-599.0,-587.0,68.0
1690272131.0,-595.0,-592.0,70.0
1690272146.0,-591.0,-591.0,74.0
1690272161.0,-589.0,-581.0,74.0
1690272176.0,-536.0,-604.0,81.0
1690272191.0,-527.0,-604.0,78.0
1690272206.0,-523.0,-604.0,73.0
1690272221.0,-528.0,-606.0,76.0
1690272236.0,-531.0,-609.0,78.0
1690272251.0,-527.0,-602.0,74.0
1690272266.0,-531.0,-605.0,74.0
1690272281.0,-523.0,-603.0,71.0
1690272296.0,-534.0,-605.0,82.0
1690272311.0,-533.0,-606.0,84.0
1690272326.0,-532.0,-599.0,84.0
1690272341.0,-526.0,-600.0,80.0
1690272356.0,-541.0,-615.0,85.0
1690272371.0,-537.0,-590.0,84.0
1690272386.0,-531.0,-611.0,79.0
1690272401.0,-536.0,-591.0,83.0
1690272416.0,-500.0,-583.0,69.0
1690272431.0,-509.0,-565.0,66.0
1690272446.0,-513.0,-567.0,73.0
1690272461.0,-535.0,-564.0,75.0
1690272476.0,-536.0,-564.0,80.0
1690272491.0,-447.0,-459.0,74.0
1690272506.0,-448.0,-454.0,78.0
1690272521.0,-448.0,-457.0,86.0
1690272536.0,-452.0,-452.0,84.0
1690272551.0,-445.0,-440.0,74.0
1690272566.0,-468.0,-447.0,73.0
1690272581.0,-471.0,-451.0,72.0
1690272596.0,-549.0,-153.0,91.0
1690272611.0,-775.0,-43.0,109.0
1690272626.0,-766.0,-44.0,102.0
1690272641.0,-776.0,-36.0,105.0
1690272656.0,-779.0,-34.0,103.0
1690272671.0,-774.0,-27.0,99.0
1690272686.0,-774.0,-43.0,102.0
1690272701.0,-778.0,-43.0,111.0
1690272716.0,-771.0,-21.0,101.0
1690272731.0,-769.0,-11.0,100.0
1690272746.0,-749.0,-11.0,98.0
1690272761.0,-744.0,-43.0,97.0
1690272776.0,-752.0,-32.0,97.0
1690272791.0,-775.0,-42.0,108.0
1690272806.0,-758.0,-48.0,100.0
1690272821.0,-749.0,-33.0,100.0
1690272836.0,-762.0,-37.0,96.0
1690272851.0,-757.0,-35.0,95.0
1690272866.0,-765.0,-52.0,102.0
1690272881.0,-755.0,-48.0,101.0
1690272896.0,-768.0,-29.0,98.0
1690272911.0,-754.0,-59.0,103.0
1690272926.0,-758.0,-32.0,100.0
1690272941.0,-751.0,-46.0,101.0
1690272956.0,-752.0,-38.0,100.0
1690272971.0,-764.0,-44.0,100.0
1690272986.0,-754.0,-27.0,101.0
1690273001.0,-767.0,-43.0,101.0
1690273016.0,-761.0,-48.0,107.0
1690273031.0,-771.0,-34.0,102.0
1690273046.0,-746.0,-30.0,104.0
1690273061.0,-739.0,-91.0,99.0
1690273076.0,-815.0,-540.0,84.0
1690273091.0,-826.0,-549.0,84.0
1690273106.0,-813.0,-582.0,91.0
1690273121.0,-810.0,-553.0,75.0
1690273136.0,-807.0,-570.0,70.0
1690273151.0,-825.0,-542.0,84.0
1690273166.0,-814.0,-578.0,104.0
1690273181.0,-811.0,-562.0,74.0
1690273196.0,-806.0,-577.0,68.0
1690273211.0,-823.0,-552.0,79.0
1690273226.0,-810.0,-553.0,72.0
1690273241.0,-819.0,-535.0,80.0
1690273256.0,-825.0,-548.0,82.0
1690273271.0,-828.0,-542.0,85.0
1690273286.0,-830.0,-548.0,86.0
1690273301.0,-823.0,-549.0,80.0
1690273316.0,-807.0,-588.0,80.0
1690273331.0,-830.0,-545.0,121.0
1690273346.0,-824.0,-542.0,87.0
1690273361.0,-830.0,-543.0,87.0
1690273376.0,-830.0,-581.0,101.0
1690273391.0,-820.0,-538.0,85.0
1690273406.0,-819.0,-545.0,82.0
1690273421.0,-819.0,-586.0,108.0
1690273436.0,-809.0,-579.0,70.0
1690273451.0,-821.0,-554.0,83.0
1690273466.0,-771.0,-587.0,97.0
1690273481.0,-798.0,-572.0,116.0
1690273496.0,-782.0,-578.0,73.0
1690273511.0,-795.0,-574.0,79.0
1690273526.0,-790.0,-554.0,83.0
1690273541.0,-792.0,-550.0,82.0
1690273556.0,-790.0,-554.0,78.0
1690273571.0,-785.0,-556.0,81.0
1690273586.0,-790.0,-552.0,80.0
1690273601.0,-790.0,-554.0,80.0
1690273616.0,-787.0,-556.0,77.0
1690273631.0,-789.0,-557.0,81.0
1690273646.0,-781.0,-566.0,83.0
1690273661.0,-786.0,-550.0,82.0
1690273676.0,-789.0,-546.0,83.0
1690273691.0,-790.0,-552.0,116.0
1690273706.0,-783.0,-556.0,77.0
1690273721.0,-790.0,-554.0,83.0
1690273736.0,-784.0,-562.0,82.0
1690273751.0,-780.0,-581.0,88.0
1690273766.0,-783.0,-556.0,78.0
1690273781.0,-783.0,-558.0,84.0
1690273796.0,-782.0,-574.0,86.0
1690273811.0,-786.0,-555.0,93.0
1690273826.0,-785.0,-560.0,92.0
1690273841.0,-781.0,-570.0,85.0
1690273856.0,-761.0,-584.0,85.0
1690273871.0,-764.0,-578.0,82.0
1690273886.0,-765.0,-578.0,77.0
1690273901.0,-772.0,-559.0,83.0
1690273916.0,-777.0,-584.0,82.0
1690273931.0,-768.0,-573.0,86.0
1690273946.0,-771.0,-555.0,82.0
1690273961.0,-764.0,-581.0,85.0
1690273976.0,-765.0,-577.0,79.0
1690273991.0,-771.0,-546.0,87.0
1690274006.0,-771.0,-563.0,81.0
1690274021.0,-775.0,-549.0,81.0
1690274036.0,-775.0,-549.0,82.0
1690274051.0,-775.0,-552.0,82.0
1690274066.0,-777.0,-541.0,86.0
1690274081.0,-777.0,-545.0,81.0
1690274096.0,-765.0,-571.0,82.0
1690274111.0,-757.0,-538.0,85.0
1690274126.0,-729.0,-539.0,85.0
1690274141.0,-708.0,-552.0,85.0
1690274156.0,-676.0,-545.0,76.0
1690274171.0,-440.0,-354.0,79.0
1690274186.0,-315.0,-200.0,89.0
1690274201.0,-291.0,-195.0,83.0
1690274216.0,-325.0,-217.0,94.0
1690274231.0,-300.0,-191.0,91.0
1690274246.0,-316.0,-196.0,80.0
1690274261.0,-296.0,-189.0,80.0
1690274276.0,-280.0,-189.0,80.0
1690274291.0,-319.0,-204.0,83.0
1690274306.0,-318.0,-202.0,78.0
1690274321.0,-305.0,-179.0,83.0
1690274336.0,-313.0,-175.0,77.0
1690274351.0,-306.0,-167.0,78.0
1690274366.0,-302.0,-169.0,76.0
1690274381.0,-312.0,-172.0,75.0
1690274396.0,-310.0,-171.0,90.0
1690274411.0,-304.0,-165.0,98.0
1690274426.0,-302.0,-161.0,101.0
1690274441.0,-310.0,-168.0,71.0
1690274456.0,-315.0,-166.0,82.0
1690274471.0,-319.0,-174.0,69.0
1690274486.0,-317.0,-168.0,69.0
1690274501.0,-330.0,-186.0,75.0
1690274516.0,-317.0,-181.0,73.0
1690274531.0,-346.0,-164.0,96.0
1690274546.0,-325.0,-172.0,72.0
1690274561.0,-312.0,-167.0,76.0
1690274576.0,-318.0,-174.0,71.0
1690274591.0,-314.0,-182.0,73.0
1690274606.0,-314.0,-170.0,76.0
1690274621.0,-322.0,-170.0,76.0
1690274636.0,-313.0,-173.0,73.0
1690274651.0,-313.0,-172.0,73.0
1690274666.0,-317.0,-174.0,78.0
1690274681.0,-345.0,-181.0,95.0
1690274696.0,-331.0,-165.0,87.0
1690274711.0,-335.0,-165.0,89.0
1690274726.0,-329.0,-166.0,83.0
1690274741.0,-329.0,-161.0,94.0
1690274756.0,-335.0,-178.0,90.0
1690274771.0,-327.0,-175.0,77.0
1690274786.0,-317.0,-187.0,79.0
1690274801.0,-308.0,-181.0,73.0
1690274816.0,-303.0,-168.0,75.0
1690274831.0,-339.0,-163.0,80.0
1690274846.0,-319.0,-163.0,67.0
1690274861.0,-331.0,-170.0,68.0
1690274876.0,-320.0,-172.0,75.0
1690274891.0,-322.0,-169.0,71.0
1690274906.0,-306.0,-169.0,76.0
1690274921.0,-320.0,-171.0,72.0
1690274936.0,-305.0,-164.0,76.0
1690274951.0,-321.0,-161.0,68.0
1690274966.0,-307.0,-174.0,78.0
1690274981.0,-313.0,-180.0,79.0
1690274996.0,-302.0,-169.0,80.0
1690275011.0,-324.0,-173.0,82.0
1690275026.0,-323.0,-171.0,76.0
1690275041.0,-323.0,-165.0,106.0
1690275056.0,-321.0,-170.0,106.0
1690275071.0,-319.0,-170.0,92.0
1690275086.0,-329.0,-173.0,94.0
1690275101.0,-316.0,-164.0,73.0
1690275116.0,-318.0,-160.0,92.0
1690275131.0,-290.0,-160.0,81.0
1690275146.0,-308.0,-175.0,79.0
1690275161.0,-297.0,-156.0,78.0
1690275176.0,-292.0,-160.0,76.0
1690275191.0,-306.0,-179.0,80.0
1690275206.0,-289.0,-162.0,77.0
1690275221.0,-302.0,-157.0,74.0
1690275236.0,-306.0,-159.0,71.0
1690275251.0,-304.0,-161.0,73.0
1690275266.0,-308.0,-161.0,72.0
1690275281.0,-306.0,-153.0,70.0
1690275296.0,-310.0,-153.0,72.0
1690275311.0,-303.0,-154.0,86.0
1690275326.0,-308.0,-152.0,84.0
1690275341.0,-310.0,-148.0,85.0
1690275356.0,-298.0,-155.0,85.0
1690275371.0,-300.0,-144.0,88.0
1690275386.0,-298.0,-160.0,79.0
1690275401.0,-304.0,-167.0,79.0
1690275416.0,-309.0,-160.0,79.0
1690275431.0,-317.0,-161.0,86.0
1690275446.0,-316.0,-166.0,74.0
1690275461.0,-321.0,-162.0,82.0
1690275476.0,-319.0,-161.0,93.0
1690275491.0,-311.0,-154.0,76.0
1690275506.0,-308.0,-164.0,72.0
1690275521.0,-301.0,-147.0,87.0
1690275536.0,-302.0,-156.0,85.0
1690275551.0,-310.0,-155.0,90.0
1690275566.0,-307.0,-164.0,78.0
1690275581.0,-307.0,-163.0,74.0
1690275596.0,-311.0,-161.0,78.0
1690275611.0,-307.0,-162.0,79.0
1690275626.0,-310.0,-160.0,74.0
1690275641.0,-313.0,-153.0,86.0
1690275656.0,-313.0,-159.0,94.0
1690275671.0,-297.0,-162.0,82.0
1690275686.0,-302.0,-163.0,82.0
1690275701.0,-318.0,-161.0,95.0
1690275716.0,-317.0,-160.0,93.0
1690275731.0,-305.0,-165.0,89.0
1690275746.0,-310.0,-165.0,86.0
1690275761.0,-317.0,-159.0,90.0
1690275776.0,-311.0,-162.0,96.0
1690275791.0,-303.0,-171.0,95.0
1690275806.0,-322.0,-166.0,102.0
1690275821.0,-318.0,-183.0,94.0
1690275836.0,-347.0,-157.0,74.0
1690275851.0,-345.0,-158.0,78.0
1690275866.0,-311.0,-176.0,79.0
1690275881.0,-309.0,-173.0,84.0
1690275896.0,-297.0,-169.0,77.0
1690275911.0,-308.0,-165.0,71.0
1690275926.0,-327.0,-170.0,101.0
1690275941.0,-334.0,-159.0,72.0
1690275956.0,-337.0,-158.0,71.0
1690275971.0,-338.0,-157.0,74.0
1690275986.0,-325.0,-161.0,98.0
1690276001.0,-341.0,-159.0,81.0
1690276016.0,-343.0,-158.0,98.0
1690276031.0,-324.0,-171.0,102.0
1690276046.0,-334.0,-166.0,89.0
1690276061.0,-334.0,-160.0,102.0
1690276076.0,-332.0,-177.0,100.0
1690276091.0,-330.0,-175.0,99.0
1690276106.0,-337.0,-166.0,74.0
1690276121.0,-331.0,-165.0,95.0
1690276136.0,-332.0,-162.0,100.0
1690276151.0,-327.0,-165.0,100.0
1690276166.0,-335.0,-167.0,102.0
1690276181.0,-346.0,-158.0,83.0
1690276196.0,-338.0,-164.0,101.0
1690276211.0,-343.0,-158.0,90.0
1690276226.0,-342.0,-155.0,80.0
1690276241.0,-343.0,-157.0,78.0
1690276256.0,-341.0,-157.0,73.0
1690276271.0,-343.0,-157.0,73.0
1690276286.0,-343.0,-158.0,96.0
1690276301.0,-337.0,-154.0,72.0
1690276316.0,-347.0,-157.0,75.0
1690276331.0,-330.0,-168.0,120.0
1690276346.0,-324.0,-169.0,116.0
1690276361.0,-350.0,-165.0,97.0
1690276376.0,-328.0,-169.0,120.0
1690276391.0,-320.0,-166.0,117.0
1690276406.0,-313.0,-168.0,117.0
1690276421.0,-315.0,-171.0,124.0
1690276436.0,-289.0,-165.0,86.0
1690276451.0,-306.0,-162.0,118.0
1690276466.0,-311.0,-170.0,120.0
1690276481.0,-328.0,-169.0,118.0
1690276496.0,-339.0,-159.0,81.0
1690276511.0,-313.0,-164.0,113.0
1690276526.0,-344.0,-172.0,120.0
1690276541.0,-336.0,-161.0,120.0
1690276556.0,-340.0,-156.0,120.0
1690276571.0,-336.0,-155.0,76.0
1690276586.0,-339.0,-158.0,77.0
1690276601.0,-346.0,-157.0,76.0
1690276616.0,-328.0,-176.0,83.0
1690276631.0,-329.0,-199.0,99.0
1690276646.0,-331.0,-187.0,99.0
1690276661.0,-350.0,-188.0,79.0
1690276676.0,-335.0,-197.0,76.0
1690276691.0,-337.0,-196.0,80.0
1690276706.0,-354.0,-177.0,77.0
1690276721.0,-360.0,-179.0,82.0
1690276736.0,-334.0,-183.0,100.0
1690276751.0,-335.0,-185.0,85.0
1690276766.0,-334.0,-199.0,73.0
1690276781.0,-337.0,-188.0,83.0
1690276796.0,-327.0,-150.0,115.0
1690276811.0,-365.0,-120.0,89.0
1690276826.0,-343.0,-122.0,55.0
1690276841.0,-332.0,-122.0,55.0
1690276856.0,-339.0,-142.0,55.0
1690276871.0,-347.0,-127.0,55.0
1690276886.0,-338.0,-127.0,55.0
1690276901.0,nan,nan,nan
1690276916.0,-340.0,-122.0,55.0
1690276931.0,-338.0,-123.0,55.0
1690276946.0,-325.0,-120.0,55.0
1690276961.0,-341.0,-123.0,55.0
1690276976.0,-344.0,-124.0,55.0
1690276991.0,-349.0,-127.0,55.0
1690277006.0,-338.0,-118.0,55.0
1690277021.0,-352.0,-130.0,55.0
1690277036.0,-355.0,-130.0,55.0
1690277051.0,-343.0,-131.0,55.0
1690277066.0,-348.0,-142.0,55.0
1690277081.0,-350.0,-118.0,55.0
1690277096.0,-340.0,-117.0,55.0
1690277111.0,-365.0,-129.0,55.0
1690277126.0,-348.0,-126.0,55.0
1690277141.0,-340.0,-134.0,55.0
1690277156.0,-334.0,-126.0,55.0
1690277171.0,-346.0,-129.0,55.0
1690277186.0,-352.0,-128.0,55.0
1690277201.0,-351.0,-120.0,55.0
1690277216.0,-339.0,-128.0,55.0
1690277231.0,-354.0,-126.0,55.0
1690277246.0,-350.0,-117.0,55.0
1690277261.0,-324.0,-113.0,55.0
1690277276.0,-347.0,-118.0,55.0
1690277291.0,-335.0,-110.0,59.0
1690277306.0,-329.0,-118.0,53.0
1690277321.0,-257.0,-70.0,59.0
1690277336.0,-304.0,-96.0,52.0
1690277351.0,-329.0,-106.0,48.0
1690277366.0,-306.0,-200.0,90.0
1690277381.0,-541.0,50.0,105.0
1690277396.0,-722.0,379.0,80.0
1690277411.0,nan,nan,nan
1690277426.0,nan,nan,nan
1690277441.0,nan,nan,nan
1690277456.0,nan,nan,nan
1690277471.0,nan,nan,nan
1690277486.0,nan,nan,nan
1690277501.0,nan,nan,nan
1690277516.0,nan,nan,nan
1690277531.0,nan,nan,nan
1690277546.0,nan,nan,nan
1690277561.0,nan,nan,nan
1690277576.0,nan,nan,nan
1690277591.0,nan,nan,nan
1690277606.0,nan,nan,nan
1690277621.0,nan,nan,nan
1690277636.0,nan,nan,nan
1690277651.0,nan,nan,nan
1690277666.0,nan,nan,nan
1690277681.0,nan,nan,nan
1690277696.0,nan,nan,nan
1690277711.0,nan,nan,nan
1690277726.0,nan,nan,nan
1690277741.0,nan,nan,nan
1690277756.0,nan,nan,nan
1690277771.0,nan,nan,nan
1690277786.0,nan,nan,nan
1690277801.0,nan,nan,nan
1690277816.0,nan,nan,nan
1690277831.0,nan,nan,nan
1690277846.0,nan,nan,nan
1690277861.0,nan,nan,nan
1690277876.0,nan,nan,nan
1690277891.0,nan,nan,nan
1690277906.0,nan,nan,nan
1690277921.0,nan,nan,nan
1690277936.0,nan,nan,nan
1690277951.0,nan,nan,nan
1690277966.0,nan,nan,nan
1690277981.0,nan,nan,nan
1690277996.0,nan,nan,nan
1690278011.0,nan,nan,nan
1690278026.0,nan,nan,nan
1690278041.0,nan,nan,nan
1690278056.0,nan,nan,nan
1690278071.0,nan,nan,nan
1690278086.0,nan,nan,nan
1690278101.0,nan,nan,nan
1690278116.0,nan,nan,nan
1690278131.0,nan,nan,nan
1690278146.0,nan,nan,nan
1690278161.0,nan,nan,nan
1690278176.0,nan,nan,nan
1690278191.0,nan,nan,nan
1690278206.0,nan,nan,nan
1690278221.0,nan,nan,nan
1690278236.0,nan,nan,nan
1690278251.0,nan,nan,nan
1690278266.0,nan,nan,nan
1690278281.0,nan,nan,nan
1690278296.0,nan,nan,nan
1690278311.0,nan,nan,nan
1690278326.0,nan,nan,nan
1690278341.0,nan,nan,nan
1690278356.0,nan,nan,nan
1690278371.0,nan,nan,nan
1690278386.0,nan,nan,nan
1690278401.0,nan,nan,nan
