timestamp,loc_x_cm,loc_y_cm,loc_z_cm
1690271846.0,nan,nan,nan
1690271861.0,nan,nan,nan
1690271876.0,nan,nan,nan
1690271891.0,nan,nan,nan
1690271906.0,nan,nan,nan
1690271921.0,nan,nan,nan
1690271936.0,nan,nan,nan
1690271951.0,nan,nan,nan
1690271966.0,nan,nan,nan
1690271981.0,nan,nan,nan
1690271996.0,nan,nan,nan
1690272011.0,nan,nan,nan
1690272026.0,nan,nan,nan
1690272041.0,nan,nan,nan
1690272056.0,nan,nan,nan
1690272071.0,nan,nan,nan
1690272086.0,nan,nan,nan
1690272101.0,-194.0,148.0,36.0
1690272116.0,-197.0,148.0,40.0
1690272131.0,-191.0,147.0,37.0
1690272146.0,-180.0,142.0,34.0
1690272161.0,-201.0,146.0,34.0
1690272176.0,-191.0,147.0,36.0
1690272191.0,-246.0,170.0,55.0
1690272206.0,-193.0,145.0,36.0
1690272221.0,-190.0,149.0,37.0
1690272236.0,-192.0,148.0,36.0
1690272251.0,-201.0,148.0,39.0
1690272266.0,-188.0,147.0,34.0
1690272281.0,-184.0,146.0,32.0
1690272296.0,-190.0,150.0,35.0
1690272311.0,-188.0,145.0,36.0
1690272326.0,-190.0,148.0,39.0
1690272341.0,-198.0,148.0,38.0
1690272356.0,-206.0,126.0,39.0
1690272371.0,-205.0,110.0,33.0
1690272386.0,-211.0,109.0,36.0
1690272401.0,-209.0,109.0,43.0
1690272416.0,-207.0,113.0,45.0
1690272431.0,-215.0,119.0,44.0
1690272446.0,-213.0,120.0,46.0
1690272461.0,-213.0,119.0,45.0
1690272476.0,-213.0,117.0,44.0
1690272491.0,-205.0,121.0,42.0
1690272506.0,-216.0,121.0,46.0
1690272521.0,-203.0,119.0,42.0
1690272536.0,-219.0,123.0,47.0
1690272551.0,-215.0,120.0,45.0
1690272566.0,-209.0,120.0,44.0
1690272581.0,-223.0,132.0,46.0
1690272596.0,-251.0,124.0,55.0
1690272611.0,-224.0,115.0,49.0
1690272626.0,-213.0,119.0,47.0
1690272641.0,-215.0,115.0,42.0
1690272656.0,-212.0,114.0,43.0
1690272671.0,-215.0,114.0,44.0
1690272686.0,-213.0,118.0,43.0
1690272701.0,-216.0,114.0,40.0
1690272716.0,-203.0,116.0,43.0
1690272731.0,-212.0,120.0,41.0
1690272746.0,-208.0,116.0,43.0
1690272761.0,-208.0,119.0,42.0
1690272776.0,-210.0,120.0,41.0
1690272791.0,-213.0,121.0,41.0
1690272806.0,-212.0,121.0,40.0
1690272821.0,-214.0,121.0,43.0
1690272836.0,-210.0,120.0,40.0
1690272851.0,-207.0,119.0,41.0
1690272866.0,-213.0,120.0,41.0
1690272881.0,-207.0,119.0,45.0
1690272896.0,-211.0,119.0,43.0
1690272911.0,-210.0,120.0,40.0
1690272926.0,-221.0,124.0,45.0
1690272941.0,-215.0,122.0,41.0
1690272956.0,-214.0,121.0,43.0
1690272971.0,-214.0,121.0,41.0
1690272986.0,-216.0,122.0,42.0
1690273001.0,-217.0,123.0,42.0
1690273016.0,-212.0,120.0,41.0
1690273031.0,-212.0,120.0,40.0
1690273046.0,-216.0,120.0,46.0
1690273061.0,-218.0,122.0,42.0
1690273076.0,-217.0,121.0,40.0
1690273091.0,-214.0,121.0,41.0
1690273106.0,-213.0,119.0,45.0
1690273121.0,-215.0,122.0,41.0
1690273136.0,-209.0,119.0,40.0
1690273151.0,-209.0,120.0,39.0
1690273166.0,-212.0,120.0,41.0
1690273181.0,-213.0,121.0,40.0
1690273196.0,-213.0,121.0,40.0
1690273211.0,-209.0,119.0,40.0
1690273226.0,-214.0,121.0,41.0
1690273241.0,-214.0,121.0,41.0
1690273256.0,-211.0,120.0,41.0
1690273271.0,-219.0,123.0,42.0
1690273286.0,-213.0,120.0,43.0
1690273301.0,-207.0,116.0,43.0
1690273316.0,-206.0,118.0,37.0
1690273331.0,-207.0,117.0,41.0
1690273346.0,-207.0,118.0,38.0
1690273361.0,-212.0,119.0,40.0
1690273376.0,-218.0,122.0,45.0
1690273391.0,-213.0,119.0,40.0
1690273406.0,-218.0,123.0,42.0
1690273421.0,-219.0,124.0,43.0
1690273436.0,-209.0,119.0,39.0
1690273451.0,-214.0,120.0,43.0
1690273466.0,-210.0,120.0,40.0
1690273481.0,-215.0,122.0,41.0
1690273496.0,-218.0,122.0,46.0
1690273511.0,-216.0,120.0,47.0
1690273526.0,-212.0,116.0,48.0
1690273541.0,-211.0,118.0,46.0
1690273556.0,-209.0,119.0,47.0
1690273571.0,-215.0,118.0,48.0
1690273586.0,-208.0,119.0,49.0
1690273601.0,-214.0,121.0,40.0
1690273616.0,-206.0,118.0,39.0
1690273631.0,-213.0,121.0,40.0
1690273646.0,-205.0,116.0,45.0
1690273661.0,-215.0,119.0,46.0
1690273676.0,-214.0,118.0,46.0
1690273691.0,-219.0,122.0,42.0
1690273706.0,-212.0,120.0,40.0
1690273721.0,-211.0,121.0,40.0
1690273736.0,-214.0,120.0,41.0
1690273751.0,-213.0,121.0,41.0
1690273766.0,-215.0,121.0,40.0
1690273781.0,-211.0,120.0,41.0
1690273796.0,-208.0,119.0,39.0
1690273811.0,-208.0,119.0,38.0
1690273826.0,-208.0,119.0,38.0
1690273841.0,-206.0,117.0,38.0
1690273856.0,-209.0,119.0,40.0
1690273871.0,-212.0,121.0,40.0
1690273886.0,-212.0,120.0,40.0
1690273901.0,-211.0,121.0,41.0
1690273916.0,-210.0,120.0,40.0
1690273931.0,-213.0,121.0,41.0
1690273946.0,-216.0,122.0,42.0
1690273961.0,-214.0,120.0,41.0
1690273976.0,-214.0,122.0,40.0
1690273991.0,-215.0,122.0,41.0
1690274006.0,-212.0,119.0,45.0
1690274021.0,-210.0,120.0,40.0
1690274036.0,-219.0,122.0,42.0
1690274051.0,-215.0,123.0,41.0
1690274066.0,-216.0,120.0,41.0
1690274081.0,-216.0,121.0,44.0
1690274096.0,-217.0,122.0,40.0
1690274111.0,-220.0,122.0,42.0
1690274126.0,-220.0,124.0,42.0
1690274141.0,-218.0,123.0,43.0
1690274156.0,-216.0,121.0,42.0
1690274171.0,-216.0,121.0,41.0
1690274186.0,-214.0,121.0,41.0
1690274201.0,-217.0,122.0,41.0
1690274216.0,-219.0,122.0,42.0
1690274231.0,-211.0,119.0,40.0
1690274246.0,-211.0,119.0,39.0
1690274261.0,-211.0,119.0,39.0
1690274276.0,-217.0,123.0,42.0
1690274291.0,-210.0,119.0,39.0
1690274306.0,-211.0,119.0,40.0
1690274321.0,-213.0,120.0,40.0
1690274336.0,-215.0,121.0,41.0
