timestamp,coord_x_cm,coord_y_cm,coord_z_cm
1690174811.0,-320.5,35.3,79.7
1690174826.0,-297.0,36.3,72.3
1690174841.0,-313.1,32.4,73.7
1690174856.0,-337.2,23.6,82.1
1690174871.0,-331.7,27.6,62.9
1690174886.0,-317.2,40.6,83.5
1690174901.0,-316.0,41.4,82.2
1690174916.0,-313.4,39.1,72.9
1690174931.0,-308.3,37.9,76.3
1690174946.0,-306.5,37.6,74.2
1690174961.0,-304.2,38.9,74.5
1690174976.0,-341.0,51.9,111.2
1690174991.0,-303.8,73.3,64.0
1690175006.0,-322.7,67.2,88.2
1690175021.0,-290.3,53.7,63.2
1690175036.0,-310.6,44.0,85.7
1690175051.0,-303.6,54.9,82.3
1690175066.0,-326.7,48.1,96.6
1690175081.0,-335.9,53.8,106.2
1690175096.0,-313.7,46.2,86.9
1690175111.0,-364.7,29.7,115.8
1690175126.0,-295.6,59.3,68.3
1690175141.0,-302.0,67.1,86.7
1690175156.0,-329.5,49.6,83.9
1690175171.0,-292.1,43.7,59.0
1690175186.0,-402.2,20.1,79.6
1690175201.0,-298.9,53.3,81.5
1690175216.0,-298.9,35.1,76.3
1690175231.0,-287.2,63.1,70.4
1690175246.0,-315.0,65.8,84.9
1690175261.0,-296.2,61.4,68.2
1690175276.0,-296.7,62.5,71.2
1690175291.0,-293.3,63.4,76.4
1690175306.0,-300.2,65.3,77.8
1690175321.0,-303.8,56.3,80.0
1690175336.0,-318.6,54.7,92.6
1690175351.0,-332.5,53.5,100.4
1690175366.0,-319.1,51.2,92.9
1690175381.0,-318.0,51.7,92.4
1690175396.0,-313.3,30.0,81.8
1690175411.0,-312.6,53.2,77.8
1690175426.0,-251.4,46.8,56.5
1690175441.0,-331.0,44.8,96.1
1690175456.0,-320.6,56.5,67.7
1690175471.0,-331.5,64.0,77.9
1690175486.0,-311.5,54.5,73.6
1690175501.0,-309.1,63.0,72.0
1690175516.0,-328.2,59.2,79.8
1690175531.0,-309.3,53.5,76.1
1690175546.0,-344.7,39.6,86.5
1690175561.0,-308.5,65.2,96.1
1690175576.0,-307.7,69.0,93.6
1690175591.0,-324.1,43.6,70.6
1690175606.0,-311.7,53.2,77.6
1690175621.0,-313.7,52.7,79.5
1690175636.0,-310.1,55.6,80.5
1690175651.0,-312.9,53.8,83.9
1690175666.0,-335.4,46.1,77.2
1690175681.0,-330.3,42.9,63.0
