timestamp,coord_x_cm,coord_y_cm,coord_z_cm
1690606811.0,-186.8,-44.1,88.7
1690606826.0,-186.6,-54.3,101.9
1690606841.0,-188.4,-40.2,101.9
1690606856.0,-200.7,-60.9,94.7
1690606871.0,-177.8,-61.3,90.8
1690606886.0,-201.2,-44.1,97.5
1690606901.0,-190.7,-41.4,90.0
1690606916.0,-201.3,-41.6,95.2
1690606931.0,-183.9,-44.3,86.5
1690606946.0,-192.0,-43.1,100.6
1690606961.0,-195.3,-43.8,92.0
1690606976.0,-198.2,-76.3,71.1
1690606991.0,-185.7,-33.0,99.5
1690607006.0,-197.4,-56.3,85.5
1690607021.0,-189.7,-49.2,95.2
1690607036.0,-193.4,-53.9,95.8
1690607051.0,-195.9,-62.5,84.1
1690607066.0,-187.5,-43.8,92.4
1690607081.0,-199.1,-42.7,89.9
1690607096.0,-197.6,-43.6,90.3
1690607111.0,-205.9,-54.9,88.0
1690607126.0,-194.7,-41.1,96.1
1690607141.0,-195.0,-42.0,92.3
1690607156.0,-181.7,-41.0,93.7
1690607171.0,-183.9,-41.2,93.6
1690607201.0,-189.1,-39.6,90.7
1690607216.0,-194.2,-41.7,92.4
1690607231.0,-198.9,-42.4,89.1
1690607246.0,-183.0,-41.7,88.2
1690607261.0,-203.8,-37.8,91.9
1690607276.0,-191.8,-37.9,96.9
1690607291.0,-192.2,-37.9,92.8
1690607306.0,-195.1,-40.3,93.9
1690607321.0,-190.3,-40.8,91.0
1690607336.0,-189.3,-44.1,93.7
1690607351.0,-189.7,-41.7,93.7
1690607366.0,-173.6,-79.9,78.6
1690607381.0,-170.2,-59.9,73.4
1690607396.0,-187.0,-45.6,90.6
1690607411.0,-189.6,-47.3,96.1
1690607426.0,-176.5,-53.3,90.7
1690607441.0,-186.8,-40.3,90.6
1690607456.0,-190.7,-46.6,85.1
1690607471.0,-188.8,-40.1,93.8
1690607486.0,-189.0,-44.4,93.9
1690607501.0,-171.7,-44.4,84.0
1690607516.0,-207.5,-36.0,91.8
1690607531.0,-202.9,-52.7,84.9
1690607546.0,-188.5,-55.4,85.8
1690607561.0,-167.9,-51.8,84.7
1690607576.0,-171.4,-49.2,84.2
1690607591.0,-148.1,-55.5,79.5
1690607606.0,-147.5,-57.9,78.3
1690607621.0,-168.1,-50.7,84.9
1690607636.0,-187.1,-42.9,90.1
1690607651.0,-188.0,-43.0,91.6
1690607666.0,-166.8,-49.7,82.8
1690607681.0,-221.6,-66.4,74.7
1690607696.0,-162.7,-90.4,88.5
1690607711.0,-175.1,-90.7,76.4
1690607726.0,-174.4,-94.5,75.8
1690607741.0,-179.1,-95.7,72.5
1690607756.0,-164.3,-86.5,68.4
1690607771.0,-165.8,-87.6,69.9
1690607786.0,-175.7,-91.4,67.6
1690607801.0,-194.4,-73.6,94.3
1690607816.0,-192.3,-13.2,83.2
1690607831.0,-150.8,-40.4,64.9
1690607846.0,-154.0,-39.6,71.5
1690607861.0,-183.4,-27.0,84.9
1690607876.0,-198.1,-27.1,90.8
1690607891.0,-186.2,-41.0,103.0
1690607906.0,-188.2,-53.2,94.3
1690607921.0,-188.4,-39.8,96.2
1690607936.0,-202.8,-41.1,96.7
1690607951.0,-202.0,-40.5,99.0
1690607966.0,-200.8,-34.8,98.5
1690607981.0,-192.5,-36.5,101.3
1690607996.0,-199.2,-37.3,95.8
1690608011.0,-196.3,-50.1,95.3
1690608026.0,-185.6,-89.7,70.2
1690608041.0,-191.0,-94.2,58.7
1690608056.0,-190.0,-95.6,58.6
1690608071.0,-168.4,-93.0,85.3
1690608086.0,-171.3,-93.4,79.7
1690608101.0,-188.0,-90.2,66.5
1690608116.0,-191.8,-89.4,57.3
1690608131.0,-191.4,-88.3,53.5
1690608146.0,-187.5,-88.1,61.0
1690608161.0,-197.1,-88.0,48.3
1690608176.0,-191.3,-84.0,50.3
1690608191.0,-192.8,-72.7,41.0
1690608206.0,-187.8,-89.4,73.7
1690608221.0,-189.9,-99.8,52.3
1690608236.0,-190.0,-87.0,55.5
1690608251.0,-209.1,-84.7,45.0
1690608266.0,-196.1,-93.8,55.1
1690608281.0,-191.3,-92.0,66.0
1690608296.0,-193.4,-86.6,59.1
1690608311.0,-198.9,-84.0,41.3
1690608326.0,-195.5,-92.2,53.8
1690608341.0,-196.3,-90.1,58.7
1690608356.0,-184.3,-85.5,52.3
1690608371.0,-187.9,-89.2,61.9
1690608386.0,-188.2,-77.1,57.0
1690608401.0,-187.9,-85.4,57.9
1690608416.0,-184.7,-89.0,53.0
1690608431.0,-160.8,-81.3,75.0
1690608446.0,-184.4,-89.4,57.9
1690608461.0,-173.1,-94.5,71.9
1690608476.0,-179.7,-88.4,75.0
1690608491.0,-190.1,-83.0,54.8
1690608506.0,-202.8,-97.7,59.2
1690608521.0,-188.6,-94.9,75.5
1690608536.0,-193.7,-39.6,92.1
1690608551.0,-190.6,-36.3,95.5
1690608566.0,-176.1,-44.8,95.3
1690608581.0,-177.6,-40.4,96.3
1690608596.0,-193.6,-48.9,93.2
1690608611.0,-191.9,-49.2,94.2
1690608626.0,-202.8,-39.1,100.0
1690608641.0,-194.7,-43.3,96.6
1690608656.0,-184.1,-48.4,98.2
1690608671.0,-167.5,-45.3,94.9
1690608686.0,-188.2,-48.4,87.4
1690608701.0,-139.5,-60.6,84.7
1690608716.0,-182.0,-52.1,92.9
1690608731.0,-204.9,-42.5,102.5
1690608746.0,-196.5,-40.4,104.4
1690608761.0,-163.1,-64.2,86.2
1690608776.0,-195.8,-36.8,100.4
1690608791.0,-189.3,-37.2,96.8
1690608806.0,-190.4,-43.5,97.9
1690608821.0,-181.0,-44.7,97.2
1690608836.0,-193.3,-41.5,89.6
1690608851.0,-200.9,-50.3,99.2
1690608866.0,-191.4,-56.8,98.7
1690608881.0,-170.6,-59.7,90.2
1690608896.0,-189.2,-40.9,94.1
1690608911.0,-195.5,-40.0,96.4
1690608926.0,-191.2,-49.4,100.0
1690608941.0,-186.7,-46.2,96.2
1690608956.0,-174.4,-48.7,86.5
1690608971.0,-134.6,-75.8,87.2
1690608986.0,-191.0,-51.0,94.4
1690609016.0,-185.8,-55.8,88.6
1690609031.0,-186.6,-33.0,74.1
1690609046.0,-192.2,-38.3,96.6
1690609061.0,-187.2,-52.8,84.5
1690609076.0,-181.0,-43.4,90.0
1690609091.0,-173.2,-58.3,91.4
1690609106.0,-184.3,-51.8,92.8
1690609121.0,-187.8,-49.7,93.9
1690609136.0,-188.4,-53.6,91.1
1690609151.0,-193.1,-47.3,92.3
1690609166.0,-167.7,-56.6,85.1
1690609181.0,-176.8,-84.8,72.9
1690609196.0,-179.0,-66.1,88.5
1690609211.0,-174.6,-67.5,85.3
1690609226.0,-203.0,-28.6,79.0
1690609241.0,-196.5,-26.7,79.6
1690609256.0,-196.1,-26.2,78.0
1690609271.0,-196.2,-29.0,77.2
1690609286.0,-192.8,-37.8,100.9
1690609301.0,-183.4,-41.3,95.7
1690609316.0,-183.9,-41.0,90.8
1690609331.0,-182.2,-44.4,94.0
1690609346.0,-207.8,-14.0,76.8
1690609361.0,-190.8,-32.5,79.1
1690609376.0,-188.8,-31.7,87.6
1690609391.0,-187.6,-35.4,88.5
1690609406.0,-187.1,-32.9,87.8
1690609421.0,-183.7,-35.2,89.3
1690609436.0,-190.1,-27.8,87.0
1690609451.0,-221.6,-47.3,87.6
1690609466.0,-214.4,-44.3,88.2
1690609481.0,-211.1,-46.0,100.6
1690609496.0,-188.2,-47.1,93.4
1690609511.0,-198.5,-13.1,82.1
1690609526.0,-197.7,-27.7,87.1
1690609541.0,-187.5,-26.1,82.3
1690609556.0,-184.3,-29.2,87.5
1690609571.0,-191.2,-29.2,92.3
1690609586.0,-192.9,-26.5,90.4
1690609601.0,-194.3,-28.3,94.2
1690609616.0,-195.6,-35.4,98.9
1690609631.0,-192.8,-42.7,96.0
1690609646.0,-181.7,-41.4,93.7
1690609661.0,-187.5,-43.4,96.9
1690609676.0,-181.4,-43.1,94.2
1690609691.0,-181.8,-41.5,93.3
1690609706.0,-192.6,-44.5,96.5
1690609721.0,-183.5,-42.5,94.7
1690609736.0,-182.2,-46.4,89.7
1690609751.0,-186.7,-45.1,99.0
1690609766.0,-185.2,-39.2,96.5
1690609781.0,-193.2,-44.4,90.3
1690609796.0,-165.5,-57.0,75.8
1690609811.0,-186.5,-45.7,90.6
1690609826.0,-192.0,-38.2,94.6
1690609841.0,-185.3,-46.5,91.3
1690609856.0,-208.9,-43.2,95.5
1690609871.0,-208.3,-36.3,92.4
1690609886.0,-210.4,-37.4,92.8
1690609901.0,-209.7,-38.0,94.5
1690609916.0,-201.1,-37.5,92.4
1690609931.0,-205.3,-35.4,91.9
1690609946.0,-203.7,-48.6,85.6
1690609961.0,-200.6,-38.0,90.6
1690609976.0,-205.0,-36.4,93.3
1690609991.0,-181.3,-51.7,86.4
1690610006.0,-180.3,-50.8,85.6
1690610021.0,-202.9,-39.0,94.7
1690610036.0,-199.2,-34.8,89.7
1690610051.0,-196.8,-36.6,95.9
1690610066.0,-215.6,-34.9,88.9
1690610081.0,-194.7,-54.1,85.2
1690610096.0,-201.0,-43.1,86.1
1690610111.0,-195.5,-37.2,88.3
1690610126.0,-197.4,-35.0,85.2
1690610141.0,-206.5,-34.1,88.5
1690610156.0,-193.9,-33.8,84.6
1690610171.0,-195.5,-35.3,85.1
1690610186.0,-195.1,-34.3,85.9
1690610201.0,-194.9,-33.2,84.7
1690610216.0,-194.7,-30.2,83.5
1690610231.0,-194.6,-33.4,84.4
1690610246.0,-191.4,-33.3,82.9
1690610261.0,-188.9,-32.4,78.9
1690610276.0,-148.6,-44.0,78.9
1690610291.0,-197.3,-22.6,79.8
1690610306.0,-182.9,-37.3,78.7
1690610321.0,-199.5,-49.9,101.1
1690610336.0,-194.6,-36.9,101.6
1690610351.0,-184.8,-36.5,98.1
1690610366.0,-197.7,-31.8,97.3
1690610381.0,-179.3,-39.9,95.1
1690610396.0,-185.4,-42.0,95.8
1690610411.0,-188.2,-42.5,94.0
1690610426.0,-216.3,-14.7,56.6
1690610441.0,-190.1,-42.2,96.3
1690610456.0,-186.4,-44.6,93.6
1690610471.0,-182.1,-43.4,93.4
1690610486.0,-192.6,-42.8,96.2
1690610501.0,-192.5,-45.0,96.0
1690610516.0,-184.4,-44.5,98.4
1690610531.0,-186.4,-44.2,98.8
1690610546.0,-185.6,-44.3,95.4
1690610561.0,-185.4,-37.3,95.2
1690610576.0,-185.2,-37.7,97.1
1690610591.0,-185.8,-39.1,95.4
1690610606.0,-189.6,-45.3,94.6
1690610621.0,-191.4,-41.0,96.7
1690610636.0,-195.7,-46.7,91.9
1690610651.0,-179.9,-42.2,89.5
1690610666.0,-184.7,-40.0,91.5
1690610681.0,-196.9,-54.7,86.7
1690610696.0,-197.1,-33.6,89.2
1690610711.0,-206.5,-40.0,99.0
1690610726.0,-199.1,-40.4,98.2
1690610741.0,-199.7,-37.0,96.3
1690610756.0,-207.4,-28.3,103.5
1690610771.0,-192.7,-37.9,97.5
1690610786.0,-200.2,-35.6,87.6
1690610801.0,-193.5,-38.3,96.3
1690610831.0,-196.4,-39.7,95.6
1690610846.0,-195.7,-38.5,94.9
1690610861.0,-199.5,-37.0,94.0
1690610876.0,-208.1,-40.5,96.0
1690610891.0,-203.4,-43.3,96.3
1690610906.0,-203.1,-36.5,94.8
1690610921.0,-203.4,-34.6,93.0
1690610936.0,-202.6,-36.7,96.1
1690610951.0,-210.0,-68.9,77.5
1690610966.0,-194.0,-44.2,87.8
1690610981.0,-187.2,-48.6,89.2
1690610996.0,-199.9,-42.4,97.9
1690611011.0,-189.1,-36.2,92.9
1690611026.0,-206.2,-56.5,80.4
1690611041.0,-189.5,-45.7,86.0
1690611056.0,-176.2,-52.0,89.7
1690611071.0,-179.7,-49.4,88.1
1690611086.0,-188.3,-45.8,95.0
1690611101.0,-183.9,-44.1,93.9
1690611116.0,-186.0,-43.9,93.1
1690611131.0,-197.0,-42.9,91.1
1690611146.0,-196.7,-42.7,96.0
1690611161.0,-181.6,-49.8,90.3
1690611176.0,-199.3,-40.1,95.7
1690611191.0,-177.9,-47.2,89.2
1690611206.0,-191.8,-43.6,96.2
1690611221.0,-173.5,-58.6,80.6
1690611236.0,-194.4,-40.7,92.4
1690611251.0,-195.1,-36.1,92.6
1690611266.0,-189.7,-34.5,87.5
1690611281.0,-247.9,27.0,78.0
1690611296.0,-248.7,-31.7,100.9
1690611311.0,-210.7,-61.8,119.1
