timestamp,loc_x_cm,loc_y_cm,loc_z_cm
1690271846.0,55.0,134.0,53.0
1690271861.0,92.0,131.0,54.0
1690271876.0,45.0,124.0,47.0
1690271891.0,37.0,122.0,45.0
1690271906.0,52.0,127.0,49.0
1690271921.0,55.0,130.0,50.0
1690271936.0,51.0,129.0,49.0
1690271951.0,49.0,137.0,53.0
1690271966.0,48.0,134.0,52.0
1690271981.0,24.0,126.0,46.0
1690271996.0,44.0,123.0,46.0
1690272011.0,68.0,140.0,56.0
1690272026.0,57.0,130.0,51.0
1690272041.0,49.0,131.0,51.0
1690272056.0,58.0,131.0,51.0
1690272071.0,28.0,112.0,104.0
1690272086.0,12.0,155.0,112.0
1690272101.0,31.0,160.0,107.0
1690272116.0,25.0,158.0,116.0
1690272131.0,26.0,156.0,115.0
1690272146.0,16.0,163.0,116.0
1690272161.0,22.0,160.0,119.0
1690272176.0,23.0,163.0,121.0
1690272191.0,17.0,162.0,113.0
1690272206.0,14.0,162.0,117.0
1690272221.0,19.0,153.0,116.0
1690272236.0,10.0,154.0,110.0
1690272251.0,30.0,153.0,114.0
1690272266.0,34.0,148.0,111.0
1690272281.0,25.0,146.0,109.0
1690272296.0,34.0,148.0,109.0
1690272311.0,2.0,151.0,118.0
1690272326.0,22.0,152.0,115.0
1690272341.0,16.0,151.0,116.0
1690272356.0,9.0,153.0,114.0
1690272371.0,20.0,142.0,115.0
1690272386.0,24.0,145.0,114.0
1690272401.0,30.0,154.0,118.0
1690272416.0,7.0,177.0,111.0
1690272431.0,14.0,175.0,115.0
1690272446.0,9.0,176.0,110.0
1690272461.0,20.0,172.0,115.0
1690272476.0,29.0,165.0,117.0
1690272491.0,35.0,165.0,107.0
1690272506.0,14.0,169.0,115.0
1690272521.0,24.0,166.0,116.0
1690272536.0,43.0,172.0,107.0
1690272551.0,41.0,202.0,111.0
1690272566.0,32.0,207.0,113.0
1690272581.0,43.0,210.0,103.0
1690272596.0,46.0,238.0,100.0
1690272611.0,82.0,257.0,82.0
1690272626.0,94.0,251.0,91.0
1690272641.0,145.0,306.0,101.0
1690272656.0,681.0,168.0,100.0
1690272671.0,556.0,-535.0,78.0
1690272686.0,409.0,-564.0,86.0
1690272701.0,-327.0,-444.0,79.0
1690272716.0,-486.0,-550.0,87.0
1690272731.0,-501.0,-590.0,99.0
1690272746.0,-502.0,-585.0,94.0
1690272761.0,-505.0,-551.0,93.0
1690272776.0,-504.0,-548.0,83.0
1690272791.0,-509.0,-589.0,101.0
1690272806.0,-507.0,-587.0,94.0
1690272821.0,-483.0,-591.0,75.0
1690272836.0,-509.0,-552.0,95.0
1690272851.0,-516.0,-582.0,96.0
1690272866.0,-521.0,-572.0,95.0
1690272881.0,-535.0,-533.0,91.0
1690272896.0,-624.0,-543.0,77.0
1690272911.0,-614.0,-568.0,81.0
1690272926.0,-643.0,-573.0,79.0
1690272941.0,-624.0,-546.0,76.0
1690272956.0,-647.0,-576.0,95.0
1690272971.0,-628.0,-546.0,73.0
1690272986.0,-633.0,-584.0,83.0
1690273001.0,-644.0,-582.0,92.0
1690273016.0,-635.0,-576.0,88.0
1690273031.0,-641.0,-550.0,79.0
1690273046.0,-640.0,-578.0,91.0
1690273061.0,-642.0,-545.0,89.0
1690273076.0,-633.0,-581.0,104.0
1690273091.0,-655.0,-562.0,85.0
1690273106.0,-645.0,-542.0,82.0
1690273121.0,-634.0,-575.0,100.0
1690273136.0,-640.0,-550.0,85.0
1690273151.0,-647.0,-592.0,104.0
1690273166.0,-648.0,-539.0,82.0
1690273181.0,-653.0,-535.0,87.0
1690273196.0,-652.0,-590.0,111.0
1690273211.0,-661.0,-566.0,89.0
1690273226.0,-645.0,-566.0,85.0
1690273241.0,-648.0,-595.0,112.0
1690273256.0,-644.0,-570.0,102.0
1690273271.0,-643.0,-570.0,95.0
1690273286.0,-646.0,-548.0,86.0
1690273301.0,-666.0,-573.0,96.0
1690273316.0,-656.0,-478.0,85.0
1690273331.0,-674.0,-485.0,90.0
1690273346.0,-683.0,-552.0,86.0
1690273361.0,-678.0,-588.0,99.0
1690273376.0,-691.0,-538.0,78.0
1690273391.0,-686.0,-544.0,72.0
1690273406.0,-686.0,-572.0,95.0
1690273421.0,-692.0,-541.0,73.0
1690273436.0,-686.0,-549.0,76.0
1690273451.0,-682.0,-597.0,109.0
1690273466.0,-708.0,-508.0,84.0
1690273481.0,-666.0,-457.0,79.0
1690273496.0,-810.0,-216.0,79.0
1690273511.0,-817.0,-171.0,98.0
1690273526.0,-818.0,-176.0,98.0
1690273541.0,-812.0,-183.0,79.0
1690273556.0,-798.0,-174.0,88.0
1690273571.0,-817.0,-170.0,93.0
1690273586.0,-819.0,-163.0,93.0
1690273601.0,-826.0,-176.0,82.0
1690273616.0,-824.0,-173.0,85.0
1690273631.0,-787.0,-193.0,76.0
1690273646.0,-682.0,-128.0,99.0
1690273661.0,-486.0,-193.0,86.0
1690273676.0,-482.0,-203.0,93.0
1690273691.0,-410.0,-295.0,75.0
1690273706.0,88.0,-569.0,81.0
1690273721.0,99.0,-575.0,80.0
1690273736.0,89.0,-561.0,78.0
1690273751.0,101.0,-582.0,88.0
1690273766.0,88.0,-563.0,76.0
1690273781.0,95.0,-582.0,78.0
1690273796.0,98.0,-577.0,85.0
1690273811.0,94.0,-570.0,85.0
1690273826.0,101.0,-584.0,81.0
1690273841.0,103.0,-591.0,80.0
1690273856.0,91.0,-505.0,82.0
1690273871.0,12.0,-564.0,83.0
1690273886.0,-5.0,-581.0,84.0
1690273901.0,2.0,-591.0,97.0
1690273916.0,-15.0,-583.0,97.0
1690273931.0,-26.0,-582.0,85.0
1690273946.0,-30.0,-588.0,93.0
1690273961.0,-35.0,-571.0,95.0
1690273976.0,-47.0,-551.0,82.0
1690273991.0,-24.0,-591.0,97.0
1690274006.0,-35.0,-587.0,95.0
1690274021.0,-26.0,-583.0,81.0
1690274036.0,-47.0,-586.0,93.0
1690274051.0,-22.0,-579.0,79.0
1690274066.0,-34.0,-582.0,85.0
1690274081.0,-56.0,-587.0,91.0
1690274096.0,-51.0,-547.0,86.0
1690274111.0,-74.0,-579.0,84.0
1690274126.0,-56.0,-576.0,79.0
1690274141.0,-54.0,-547.0,85.0
1690274156.0,-57.0,-552.0,91.0
1690274171.0,-46.0,-583.0,94.0
1690274186.0,5.0,-560.0,106.0
1690274201.0,-44.0,-554.0,110.0
1690274216.0,-8.0,-600.0,106.0
1690274231.0,-26.0,-588.0,113.0
1690274246.0,-47.0,-545.0,111.0
1690274261.0,-12.0,-589.0,94.0
1690274276.0,-16.0,-592.0,107.0
1690274291.0,-48.0,-549.0,127.0
1690274306.0,-46.0,-556.0,120.0
1690274321.0,-7.0,-597.0,111.0
1690274336.0,-62.0,-561.0,105.0
1690274351.0,-47.0,-551.0,128.0
1690274366.0,-24.0,-588.0,116.0
1690274381.0,-38.0,-575.0,120.0
1690274396.0,-80.0,-582.0,75.0
1690274411.0,-88.0,-594.0,106.0
1690274426.0,-66.0,-582.0,80.0
1690274441.0,-66.0,-578.0,74.0
1690274456.0,-87.0,-584.0,89.0
1690274471.0,-67.0,-580.0,74.0
1690274486.0,-95.0,-597.0,89.0
1690274501.0,-96.0,-590.0,88.0
1690274516.0,-84.0,-576.0,83.0
1690274531.0,-80.0,-574.0,80.0
1690274546.0,-87.0,-586.0,90.0
1690274561.0,-91.0,-586.0,87.0
1690274576.0,-74.0,-579.0,83.0
1690274591.0,-118.0,-593.0,99.0
1690274606.0,-92.0,-572.0,86.0
1690274621.0,-85.0,-576.0,83.0
1690274636.0,-87.0,-583.0,82.0
1690274651.0,-102.0,-599.0,91.0
1690274666.0,-102.0,-577.0,88.0
1690274681.0,-84.0,-572.0,84.0
1690274696.0,-75.0,-574.0,74.0
1690274711.0,-109.0,-593.0,99.0
1690274726.0,-103.0,-581.0,96.0
1690274741.0,-68.0,-578.0,74.0
1690274756.0,-106.0,-591.0,92.0
1690274771.0,-105.0,-580.0,85.0
1690274786.0,-85.0,-575.0,79.0
1690274801.0,-87.0,-592.0,84.0
1690274816.0,-89.0,-583.0,80.0
1690274831.0,-73.0,-576.0,76.0
1690274846.0,-89.0,-591.0,82.0
1690274861.0,-82.0,-588.0,82.0
1690274876.0,-70.0,-576.0,77.0
1690274891.0,-75.0,-567.0,77.0
1690274906.0,-93.0,-594.0,83.0
1690274921.0,-97.0,-585.0,80.0
1690274936.0,-77.0,-576.0,77.0
1690274951.0,-89.0,-597.0,83.0
1690274966.0,-76.0,-574.0,78.0
1690274981.0,-80.0,-569.0,79.0
1690274996.0,-93.0,-589.0,83.0
1690275011.0,-71.0,-588.0,85.0
1690275026.0,-114.0,-571.0,78.0
1690275041.0,-122.0,-593.0,80.0
1690275056.0,-127.0,-590.0,82.0
1690275071.0,-125.0,-575.0,80.0
1690275086.0,-131.0,-577.0,83.0
1690275101.0,-139.0,-587.0,81.0
1690275116.0,-122.0,-584.0,79.0
1690275131.0,-139.0,-572.0,81.0
1690275146.0,-139.0,-579.0,83.0
1690275161.0,-118.0,-548.0,84.0
1690275176.0,-182.0,-574.0,84.0
1690275191.0,-185.0,-573.0,81.0
1690275206.0,-185.0,-554.0,78.0
1690275221.0,-185.0,-594.0,105.0
1690275236.0,-194.0,-554.0,88.0
1690275251.0,-197.0,-556.0,98.0
1690275266.0,-188.0,-598.0,119.0
1690275281.0,-189.0,-543.0,104.0
1690275296.0,-192.0,-550.0,90.0
1690275311.0,-181.0,-596.0,116.0
1690275326.0,-186.0,-585.0,119.0
1690275341.0,-190.0,-548.0,96.0
1690275356.0,-185.0,-557.0,98.0
1690275371.0,-170.0,-602.0,110.0
1690275386.0,-178.0,-551.0,96.0
1690275401.0,-181.0,-554.0,98.0
1690275416.0,-185.0,-591.0,120.0
1690275431.0,-180.0,-601.0,113.0
1690275446.0,-193.0,-560.0,99.0
1690275461.0,-182.0,-547.0,98.0
1690275476.0,-164.0,-596.0,118.0
1690275491.0,-172.0,-574.0,106.0
