timestamp,loc_x_cm,loc_y_cm,loc_z_cm
1690271846.0,382.0,-88.0,48.0
1690271861.0,383.0,-87.0,48.0
1690271876.0,386.0,-86.0,47.0
1690271891.0,385.0,-86.0,47.0
1690271906.0,381.0,-83.0,43.0
1690271921.0,376.0,-87.0,44.0
1690271936.0,380.0,-86.0,44.0
1690271951.0,383.0,-89.0,48.0
1690271966.0,382.0,-83.0,45.0
1690271981.0,384.0,-89.0,46.0
1690271996.0,385.0,-83.0,46.0
1690272011.0,388.0,-83.0,47.0
1690272026.0,390.0,-87.0,47.0
1690272041.0,386.0,-81.0,49.0
1690272056.0,383.0,-82.0,46.0
1690272071.0,388.0,-89.0,48.0
1690272086.0,384.0,-83.0,46.0
1690272101.0,382.0,-85.0,46.0
1690272116.0,384.0,-83.0,47.0
1690272131.0,385.0,-85.0,47.0
1690272146.0,376.0,-85.0,45.0
1690272161.0,383.0,-85.0,49.0
1690272176.0,381.0,-84.0,47.0
1690272191.0,382.0,-86.0,45.0
1690272206.0,390.0,-86.0,50.0
1690272221.0,385.0,-83.0,47.0
1690272236.0,387.0,-89.0,38.0
1690272251.0,379.0,-85.0,37.0
1690272266.0,381.0,-84.0,37.0
1690272281.0,379.0,-85.0,36.0
1690272296.0,377.0,-86.0,42.0
1690272311.0,386.0,-86.0,41.0
1690272326.0,378.0,-86.0,37.0
1690272341.0,407.0,-91.0,43.0
1690272356.0,394.0,-87.0,37.0
1690272371.0,385.0,-84.0,36.0
1690272386.0,392.0,-85.0,37.0
1690272401.0,390.0,-85.0,37.0
1690272416.0,386.0,-83.0,36.0
1690272431.0,372.0,-90.0,47.0
1690272446.0,356.0,-98.0,40.0
1690272461.0,360.0,-98.0,40.0
1690272476.0,377.0,-92.0,43.0
1690272491.0,358.0,-95.0,43.0
1690272506.0,358.0,-96.0,43.0
1690272521.0,358.0,-98.0,38.0
1690272536.0,353.0,-95.0,40.0
1690272551.0,359.0,-98.0,44.0
1690272566.0,354.0,-99.0,39.0
1690272581.0,353.0,-101.0,39.0
1690272596.0,345.0,-99.0,37.0
1690272611.0,344.0,-100.0,37.0
1690272626.0,346.0,-98.0,39.0
1690272641.0,373.0,-93.0,46.0
1690272656.0,409.0,-108.0,59.0
1690272671.0,385.0,-96.0,55.0
1690272686.0,381.0,-91.0,50.0
1690272701.0,379.0,-91.0,50.0
1690272716.0,379.0,-85.0,46.0
1690272731.0,381.0,-95.0,46.0
1690272746.0,384.0,-89.0,44.0
1690272761.0,385.0,-89.0,44.0
1690272776.0,387.0,-84.0,44.0
1690272791.0,391.0,-90.0,43.0
1690272806.0,380.0,-85.0,46.0
1690272821.0,385.0,-93.0,51.0
1690272836.0,364.0,-89.0,33.0
1690272851.0,380.0,-83.0,45.0
1690272866.0,383.0,-87.0,46.0
1690272881.0,364.0,-89.0,40.0
1690272896.0,384.0,-92.0,48.0
1690272911.0,383.0,-92.0,52.0
1690272926.0,404.0,-91.0,55.0
1690272941.0,391.0,-98.0,53.0
1690272956.0,397.0,-93.0,56.0
1690272971.0,395.0,-95.0,55.0
1690272986.0,393.0,-97.0,55.0
1690273001.0,393.0,-97.0,53.0
1690273016.0,385.0,-74.0,56.0
1690273031.0,395.0,-93.0,46.0
1690273046.0,370.0,-101.0,45.0
1690273061.0,393.0,-100.0,53.0
1690273076.0,398.0,-94.0,54.0
1690273091.0,386.0,-102.0,50.0
1690273106.0,394.0,-89.0,56.0
1690273121.0,389.0,-94.0,52.0
1690273136.0,398.0,-93.0,54.0
1690273151.0,399.0,-90.0,54.0
1690273166.0,400.0,-89.0,55.0
1690273181.0,394.0,-90.0,54.0
1690273196.0,395.0,-88.0,54.0
1690273211.0,395.0,-89.0,54.0
1690273226.0,399.0,-87.0,56.0
1690273241.0,378.0,-97.0,46.0
1690273256.0,379.0,-95.0,46.0
1690273271.0,377.0,-102.0,46.0
1690273286.0,380.0,-99.0,46.0
1690273301.0,368.0,-111.0,44.0
1690273316.0,366.0,-109.0,47.0
1690273331.0,371.0,-106.0,45.0
1690273346.0,361.0,-110.0,42.0
1690273361.0,358.0,-110.0,45.0
1690273376.0,362.0,-108.0,48.0
1690273391.0,357.0,-112.0,46.0
1690273406.0,357.0,-114.0,46.0
1690273421.0,356.0,-115.0,43.0
1690273436.0,355.0,-118.0,43.0
1690273451.0,360.0,-113.0,43.0
1690273466.0,363.0,-109.0,44.0
1690273481.0,360.0,-111.0,46.0
1690273496.0,352.0,-114.0,43.0
1690273511.0,359.0,-111.0,44.0
1690273526.0,356.0,-113.0,44.0
1690273541.0,355.0,-114.0,42.0
1690273556.0,354.0,-113.0,44.0
1690273571.0,364.0,-112.0,45.0
1690273586.0,349.0,-114.0,44.0
1690273601.0,348.0,-120.0,43.0
1690273616.0,363.0,-115.0,44.0
1690273631.0,373.0,-109.0,55.0
1690273646.0,373.0,-100.0,56.0
1690273661.0,384.0,-101.0,56.0
1690273676.0,373.0,-98.0,52.0
1690273691.0,381.0,-95.0,54.0
1690273706.0,385.0,-93.0,54.0
1690273721.0,383.0,-93.0,54.0
1690273736.0,384.0,-96.0,52.0
1690273751.0,381.0,-95.0,54.0
1690273766.0,376.0,-91.0,54.0
1690273781.0,400.0,-63.0,55.0
1690273796.0,400.0,-63.0,55.0
1690273811.0,399.0,-67.0,55.0
1690273826.0,402.0,-64.0,55.0
1690273841.0,403.0,-65.0,55.0
1690273856.0,398.0,-62.0,55.0
1690273871.0,378.0,-93.0,53.0
1690273886.0,384.0,-94.0,53.0
1690273901.0,379.0,-95.0,51.0
1690273916.0,385.0,-92.0,54.0
1690273931.0,389.0,-92.0,55.0
1690273946.0,385.0,-93.0,55.0
1690273961.0,384.0,-93.0,53.0
1690273976.0,384.0,-94.0,53.0
1690273991.0,391.0,-89.0,55.0
1690274006.0,388.0,-90.0,56.0
1690274021.0,384.0,-92.0,54.0
1690274036.0,383.0,-93.0,54.0
1690274051.0,391.0,-84.0,55.0
1690274066.0,382.0,-87.0,55.0
1690274081.0,382.0,-87.0,54.0
1690274096.0,375.0,-92.0,52.0
1690274111.0,370.0,-86.0,54.0
1690274126.0,367.0,-94.0,51.0
1690274141.0,378.0,-60.0,55.0
1690274156.0,388.0,-128.0,97.0
1690274171.0,404.0,-130.0,101.0
1690274186.0,398.0,-167.0,117.0
1690274201.0,366.0,-174.0,84.0
1690274216.0,373.0,-176.0,91.0
1690274231.0,398.0,-169.0,113.0
1690274246.0,394.0,-184.0,83.0
1690274261.0,389.0,-179.0,85.0
1690274276.0,381.0,-181.0,80.0
1690274291.0,400.0,-181.0,82.0
1690274306.0,415.0,-205.0,113.0
1690274321.0,345.0,-235.0,94.0
1690274336.0,362.0,-251.0,114.0
1690274351.0,369.0,-264.0,116.0
1690274366.0,354.0,-245.0,115.0
1690274381.0,315.0,-298.0,102.0
1690274396.0,313.0,-465.0,81.0
1690274411.0,228.0,-593.0,81.0
1690274426.0,220.0,-594.0,78.0
1690274441.0,230.0,-598.0,81.0
1690274456.0,228.0,-597.0,79.0
1690274471.0,223.0,-595.0,80.0
1690274486.0,218.0,-592.0,80.0
1690274501.0,212.0,-588.0,78.0
1690274516.0,221.0,-586.0,81.0
1690274531.0,219.0,-588.0,82.0
1690274546.0,213.0,-589.0,78.0
1690274561.0,222.0,-598.0,78.0
1690274576.0,222.0,-593.0,78.0
1690274591.0,225.0,-588.0,83.0
1690274606.0,215.0,-587.0,81.0
1690274621.0,225.0,-587.0,86.0
1690274636.0,264.0,-589.0,81.0
1690274651.0,244.0,-586.0,75.0
1690274666.0,256.0,-584.0,81.0
1690274681.0,245.0,-584.0,79.0
1690274696.0,253.0,-580.0,86.0
1690274711.0,260.0,-582.0,83.0
1690274726.0,254.0,-586.0,84.0
1690274741.0,238.0,-588.0,73.0
1690274756.0,235.0,-573.0,105.0
1690274771.0,232.0,-522.0,115.0
1690274786.0,-112.0,-422.0,79.0
1690274801.0,-489.0,-594.0,94.0
1690274816.0,-515.0,-601.0,79.0
1690274831.0,-499.0,-587.0,74.0
1690274846.0,-492.0,-590.0,76.0
1690274861.0,-499.0,-600.0,64.0
1690274876.0,-468.0,-595.0,81.0
1690274891.0,-473.0,-585.0,79.0
1690274906.0,-521.0,-579.0,81.0
1690274921.0,-486.0,-585.0,82.0
1690274936.0,-503.0,-605.0,97.0
1690274951.0,-514.0,-602.0,97.0
1690274966.0,-503.0,-587.0,102.0
1690274981.0,-510.0,-587.0,80.0
1690274996.0,-504.0,-601.0,105.0
1690275011.0,-487.0,-533.0,98.0
1690275026.0,-484.0,-535.0,90.0
1690275041.0,-476.0,-588.0,81.0
1690275056.0,-488.0,-584.0,82.0
1690275071.0,-469.0,-593.0,73.0
1690275086.0,-469.0,-600.0,72.0
1690275101.0,-470.0,-595.0,74.0
1690275116.0,-464.0,-595.0,68.0
1690275131.0,-496.0,-566.0,80.0
1690275146.0,-464.0,-592.0,66.0
1690275161.0,-456.0,-585.0,68.0
1690275176.0,-484.0,-572.0,76.0
1690275191.0,-480.0,-575.0,72.0
1690275206.0,-499.0,-576.0,79.0
1690275221.0,-505.0,-575.0,96.0
1690275236.0,-477.0,-572.0,76.0
1690275251.0,-504.0,-567.0,93.0
1690275266.0,-503.0,-549.0,94.0
1690275281.0,-541.0,-569.0,64.0
1690275296.0,-610.0,-597.0,90.0
1690275311.0,-563.0,-601.0,99.0
1690275326.0,-576.0,-572.0,95.0
1690275341.0,-603.0,-592.0,88.0
1690275356.0,-571.0,-600.0,101.0
1690275371.0,-567.0,-593.0,94.0
1690275386.0,-539.0,-534.0,87.0
1690275401.0,-551.0,-535.0,88.0
1690275416.0,-554.0,-531.0,92.0
1690275431.0,-608.0,-582.0,91.0
1690275446.0,-585.0,-589.0,91.0
1690275461.0,-591.0,-592.0,85.0
1690275476.0,-574.0,-555.0,86.0
1690275491.0,-571.0,-554.0,86.0
1690275506.0,-580.0,-586.0,86.0
1690275521.0,-586.0,-565.0,85.0
1690275536.0,-579.0,-580.0,97.0
1690275551.0,-551.0,-540.0,86.0
1690275566.0,-551.0,-525.0,87.0
1690275581.0,-547.0,-537.0,74.0
1690275596.0,-551.0,-517.0,95.0
1690275611.0,-550.0,-508.0,87.0
1690275626.0,-566.0,-446.0,98.0
1690275641.0,-798.0,-127.0,99.0
1690275656.0,-798.0,-135.0,97.0
1690275671.0,-792.0,-131.0,97.0
1690275686.0,-789.0,-121.0,94.0
1690275701.0,-790.0,-122.0,94.0
1690275716.0,-797.0,-133.0,95.0
1690275731.0,-791.0,-126.0,97.0
1690275746.0,-791.0,-125.0,97.0
1690275761.0,-798.0,-123.0,97.0
1690275776.0,-808.0,-126.0,102.0
1690275791.0,-811.0,-139.0,104.0
1690275806.0,-802.0,-129.0,97.0
1690275821.0,-826.0,-112.0,100.0
1690275836.0,-820.0,-113.0,103.0
1690275851.0,-817.0,-105.0,98.0
1690275866.0,-811.0,-106.0,101.0
1690275881.0,-815.0,-114.0,107.0
1690275896.0,-809.0,-122.0,97.0
1690275911.0,-800.0,-104.0,96.0
1690275926.0,-797.0,-127.0,93.0
1690275941.0,-781.0,-166.0,94.0
1690275956.0,-795.0,-161.0,99.0
1690275971.0,-774.0,-158.0,93.0
1690275986.0,-746.0,-124.0,103.0
1690276001.0,-669.0,-189.0,105.0
1690276016.0,-744.0,-580.0,70.0
1690276031.0,-771.0,-603.0,68.0
1690276046.0,-777.0,-601.0,69.0
1690276061.0,-762.0,-619.0,87.0
1690276076.0,-777.0,-601.0,74.0
1690276091.0,-775.0,-599.0,69.0
1690276106.0,-762.0,-620.0,89.0
1690276121.0,-780.0,-604.0,86.0
1690276136.0,-782.0,-606.0,64.0
1690276151.0,-757.0,-622.0,89.0
1690276166.0,-779.0,-595.0,75.0
1690276181.0,-770.0,-596.0,75.0
1690276196.0,-773.0,-597.0,74.0
1690276211.0,-767.0,-594.0,73.0
1690276226.0,-780.0,-591.0,76.0
1690276241.0,-773.0,-614.0,65.0
1690276256.0,-772.0,-618.0,90.0
1690276271.0,-787.0,-608.0,73.0
1690276286.0,-785.0,-599.0,69.0
1690276301.0,-773.0,-618.0,90.0
1690276316.0,-786.0,-610.0,85.0
1690276331.0,-776.0,-608.0,70.0
1690276346.0,-779.0,-608.0,74.0
1690276361.0,-763.0,-624.0,91.0
1690276376.0,-764.0,-617.0,84.0
1690276391.0,-776.0,-605.0,71.0
1690276406.0,-777.0,-605.0,74.0
1690276421.0,-766.0,-623.0,87.0
1690276436.0,-770.0,-596.0,81.0
1690276451.0,-774.0,-595.0,76.0
1690276466.0,-792.0,-609.0,70.0
1690276481.0,-790.0,-610.0,67.0
1690276496.0,-768.0,-623.0,87.0
1690276511.0,-763.0,-623.0,91.0
1690276526.0,-787.0,-606.0,75.0
1690276541.0,-772.0,-608.0,68.0
1690276556.0,-763.0,-630.0,90.0
1690276571.0,-776.0,-615.0,89.0
1690276586.0,-783.0,-614.0,78.0
1690276601.0,-779.0,-602.0,74.0
1690276616.0,-765.0,-627.0,94.0
1690276631.0,-763.0,-624.0,90.0
1690276646.0,-774.0,-547.0,89.0
1690276661.0,-753.0,-550.0,74.0
1690276676.0,-782.0,-608.0,74.0
1690276691.0,-785.0,-603.0,73.0
1690276706.0,-758.0,-628.0,73.0
1690276721.0,-762.0,-625.0,88.0
1690276736.0,-772.0,-591.0,84.0
1690276751.0,-775.0,-620.0,76.0
1690276766.0,-778.0,-616.0,70.0
1690276781.0,-768.0,-625.0,89.0
1690276796.0,-776.0,-613.0,84.0
1690276811.0,-775.0,-610.0,89.0
1690276826.0,-785.0,-611.0,70.0
1690276841.0,-781.0,-611.0,65.0
1690276856.0,-789.0,-605.0,70.0
1690276871.0,-776.0,-602.0,70.0
1690276886.0,-767.0,-626.0,91.0
1690276901.0,-764.0,-619.0,85.0
1690276916.0,-779.0,-604.0,70.0
1690276931.0,-768.0,-627.0,92.0
1690276946.0,-763.0,-596.0,92.0
1690276961.0,-739.0,-558.0,68.0
1690276976.0,-774.0,-600.0,79.0
1690276991.0,-782.0,-585.0,77.0
1690277006.0,-781.0,-592.0,80.0
1690277021.0,-777.0,-591.0,77.0
1690277036.0,-778.0,-592.0,76.0
1690277051.0,-784.0,-595.0,80.0
1690277066.0,-779.0,-595.0,75.0
1690277081.0,-790.0,-597.0,79.0
1690277096.0,-786.0,-594.0,69.0
1690277111.0,-790.0,-607.0,83.0
1690277126.0,-774.0,-608.0,66.0
1690277141.0,-779.0,-607.0,70.0
1690277156.0,-784.0,-601.0,71.0
1690277171.0,-784.0,-608.0,72.0
1690277186.0,-789.0,-598.0,65.0
1690277201.0,-763.0,-619.0,91.0
1690277216.0,-767.0,-607.0,85.0
1690277231.0,-798.0,-393.0,72.0
1690277246.0,-697.0,-87.0,91.0
1690277261.0,-714.0,-117.0,99.0
1690277276.0,-709.0,129.0,86.0
1690277291.0,-777.0,506.0,80.0
1690277306.0,nan,nan,nan
1690277321.0,nan,nan,nan
1690277336.0,nan,nan,nan
1690277351.0,nan,nan,nan
1690277366.0,nan,nan,nan
1690277381.0,nan,nan,nan
1690277396.0,nan,nan,nan
1690277411.0,nan,nan,nan
1690277426.0,nan,nan,nan
1690277441.0,nan,nan,nan
1690277456.0,nan,nan,nan
1690277471.0,nan,nan,nan
1690277486.0,nan,nan,nan
1690277501.0,nan,nan,nan
1690277516.0,nan,nan,nan
1690277531.0,nan,nan,nan
1690277546.0,nan,nan,nan
1690277561.0,nan,nan,nan
